abstract_id,abstract_title,session_title,ground_truth,default_model_success,default_model_indication,default_model_confidence,default_model_word_count,default_model_length,default_model_clinical_terms,default_model_complexity,default_model_has_abbreviations,default_model_has_parentheses,default_model_error,inter_model_avg_similarity,inter_model_consensus
393754,"A Phase II Single-Arm Interventional Trial Evaluating The Activity And Safety Of Cabozantinib (Cbz) Plus Temozolomide (Tmz) In Lung And Gastroenteropancreatic Neuroendocrine Neoplasms (Gep-Nens) Progressed After Ssa Therapy, Everolimus, Sunitinib Or Prrt: Cabotem Trial",Neuroendocrine Tumours,Lung Neuroendocrine Neoplasm;;Gastroenteropancreatic Neuroendocrine Neoplasm ,True,Progressive Lung Neuroendocrine Neoplasm;;Progressive Gastroenteropancreatic Neuroendocrine Neoplasm,,7,100,0,0.35,False,False,,,No comparison
377370,Subclonal And Clonal Variants In Tp53 And Kras Combined With Poor Treatment Response Identify A Subgroup Of Ultra-High-Risk Patients Of Pediatric T-Lymphoblastic Leukemia (T-All),Acute lymphoblastic leukemia - Biology & Translational Research,TP53-Mutated KRAS-Mutated Ultra High-Risk Pediatric T-Lymphoblastic Leukemia,True,Pediatric Ultra High-Risk T-Lymphoblastic Leukemia,,5,50,1,0.35,False,False,,,No comparison
262689,Responses To Avapritinib In Patients With Advanced Systemic Mastocytosis: Histopathologic Analyses From Explorer And Pathfinder Clinical Studies,Myeloproliferative neoplasms - Clinical,Advanced Systemic Mastocytosis,True,Advanced Systemic Mastocytosis,,3,30,1,0.25,False,False,,,No comparison
328231,"The Type II Glycoengineered Humanized Anti-CD20 Monoclonal Antibody MIL62 Combined with Orelabrutinib in Chinese Patients with Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma: Updated Results of a Multicenter, Phase I/IIa Trial",Aggressive Lymphomas: Prospective Therapeutic Trials: Poster III,Relapsed/Refractory B-Cell Non-Hodgkin Lymphoma,True,Relapsed/Refractory B-Cell Non-Hodgkin Lymphoma,,4,47,3,0.5,False,False,,,No comparison
148009,Real-World Treatment Patterns And Outcomes Of 3455 Previously Untreated Mantle Cell Lymphoma Patients In Us Routine Clinical Practice,Indolent And Mantle-Cell Non-Hodgkin Lymphoma - Clinical,Previously Untreated Mantle Cell Lymphoma,True,Previously Untreated Mantle Cell Lymphoma,,5,41,2,0.45,False,False,,,No comparison
377385,Impacts On Outcomes And A Predictive Model Of Severe Thrombocytopenia In Patients With Chronic Phase Chronic Myeloid Leukemia Receiving Initial Nilotinib-Therapy,Chronic myeloid leukemia - Clinical,Severe Thrombocytopenia;;Chronic Phase Chronic Myeloid Leukemia,True,Chronic Phase Chronic Myeloid Leukemia;;Severe Thrombocytopenia,,6,63,3,0.6,False,False,,,No comparison
148013,Prevalence Of Second Cancer During Long Term Follow-Up In Hairy Cell Leukemia Patients Treated With Cladribine: A Thirty-Year Experience,Indolent And Mantle-Cell Non-Hodgkin Lymphoma - Clinical,Hairy Cell Leukemia,True,Hairy Cell Leukemia;;Second Cancer,,4,34,2,0.4,False,False,,,No comparison
262704,Low Serum Bdnf Levels Are Associated With Lower Platelets' Cd62P Reactivity And Increased Bleeding Tendency In Patients With Gaucher Disease,Platelet disorders,Gaucher Disease,True,Gaucher Disease,,2,15,1,0.2,False,False,,,No comparison
180787,Modified Delphi Method Identifies Consensus Areas for Routine Minimal Residual Disease Testing in Multiple Myeloma,Multiple Myeloma and Plasma cell Dyscrasias: Clinical and Epidemiological: Poster I,Multiple Myeloma,True,Multiple Myeloma,,2,16,1,0.2,False,False,,,No comparison
295477,5-hydroxymethycytosine analysis reveals stable epigenetic changes in tumor tissue that enable cfDNA cancer predictions,Mini Oral session: Basic science & translational research,,True,Cancer,,1,6,1,0.15000000000000002,False,False,,,No comparison
328247,Mosunetuzumab with Polatuzumab Vedotin Is Effective and Has a Manageable Safety Profile in Patients Aged <65 and >=65 Years with Relapsed/Refractory Diffuse Large B-Cell Lymphoma (R/R DLBCL) and >=1 Prior Therapy: Subgroup Analysis of a Phase Ib/II Study,Aggressive Lymphomas: Prospective Therapeutic Trials: Poster I,Elderly Relapsed/Refractory Diffuse Large B-Cell Lymphoma,True,Relapsed/Refractory Diffuse Large B-Cell Lymphoma,,5,49,3,0.55,False,False,,,No comparison
229946,Low birth weight is associated with sperm DNA fragmentation and assisted reproductive technology outcomes in primary infertile men - results of a cross-sectional study,PD09: Infertility: Epidemiology & Evaluation I,,True,Primary Infertility,,2,19,0,0.1,False,False,,,No comparison
328253,"Efficacy and Safety of Lenalidomide, Anti-PD-1 Antibody Combined with Orelabrutinib or Rituximab in the Treatment of Patients with Relapsed/Refractory Diffuse Large B-Cell Lymphoma",Aggressive Lymphomas: Prospective Therapeutic Trials: Poster I,Relapsed/Refractory Diffuse Large B-Cell Lymphoma,True,Relapsed/Refractory Diffuse Large B-Cell Lymphoma,,5,49,3,0.55,False,False,,,No comparison
262717,Metabolic Abnormality And Glucocorticoid Receptor Modulation Of Myeloid-Derived Suppressor Cells In Immune Thrombocytopenia Patients And An Active Murine Model,Platelet disorders,Immune Thrombocytopenia,True,Immune Thrombocytopenia,,2,23,0,0.1,False,False,,,No comparison
410176,Earlier Intervention in Diabetic Kidney Disease Management Using the In Vitro Diagnostic Test PromarkerD Shows Economic Health Benefits over Current Standard of Care,Improving Clinical Outcomes in Diabetic Kidney Disease,Diabetic Kidney Disease,True,Diabetic Kidney Disease,,3,23,1,0.25,False,False,,,No comparison
180799,"Retrospective Comparison of the Efficacy and Safety of Lenalidomide, Bortezomib and Dexamethasone (RVD) 21-Day Schedule Vs. 28-Day Schedule in Patients with Newly Diagnosed Multiple Myeloma",Multiple Myeloma and Plasma cell Dyscrasias: Clinical and Epidemiological: Poster I,Newly Diagnosed Multiple Myeloma,True,Newly Diagnosed Multiple Myeloma,,4,32,2,0.4,False,False,,,No comparison
262725,Economic Burden Of Transfusion-Dependent Beta-Thalassemia In The United States,"Quality of life, palliative care, ethics and health economics",Beta-Thalassemia,True,Transfusion-Dependent Beta-Thalassemia,,2,38,0,0.1,False,False,,,No comparison
311878,Roundtable 24 - Salivary Lip Biopsies in Practice IV,Fellows-In-Training: Roundtables,,True,No indication found,,3,19,0,0.15,False,False,,,No comparison
262728,Factors Associated With A Lymphoma Diagnosis Prior To Biopsy,"Quality of life, palliative care, ethics and health economics",Lymphoma,True,Lymphoma,,1,8,1,0.15000000000000002,False,False,,,No comparison
377420,Expression Of The Long Non-Coding Rna Malat1 In Chronic Lymphocytic Leukemia,Chronic lymphocytic leukemia and related disorders - Biology & Translational Research,Chronic Lymphocytic Leukemia,True,Chronic Lymphocytic Leukemia,,3,28,2,0.35,False,False,,,No comparison
344653,Identification of molecular biomarkers differentiating malignant uterine leiomyosarcoma from benign leiomyoma,Diagnostic and Prognostic Biomarkers 1,Malignant Uterine Leiomyosarcoma,True,Malignant Uterine Leiomyosarcoma;;Benign Leiomyoma,,4,50,0,0.2,False,False,,,No comparison
180817,"Daratumumab, Bortezomib, Melphalan, and Prednisone Versus Bortezomib, Melphalan, and Prednisone in Transplant-Ineligible Patients with Newly Diagnosed Multiple Myeloma: Pooled Analysis of Octans and Alcyone",Myeloma and Plasma Cell Dyscrasias: Clinical-Prospective Therapeutic Trials: Poster I,Newly Diagnosed Multiple Myeloma,True,Newly Diagnosed Multiple Myeloma,,4,32,2,0.4,False,False,,,No comparison
328274,Prognostic Factors and Outcomes of Adolescent and Adult Burkitt Lymphoma and Leukemiafrom a Low-Middle Income Country: An Experience from Hematology Cancer Consortium,Aggressive Lymphomas: Clinical and Epidemiological: Poster II,Adolescent Adult Burkitt Lymphoma;;Adolescent Adult Leukemia,True,Adolescent Burkitt Lymphoma;;Adult Burkitt Lymphoma;;Adolescent Leukemia;;Adult Leukemia,,7,88,2,0.55,False,False,,,No comparison
393814,Personalized Tumor-Informed Circulating Tumor Dna (Ctdna) Analysis For Molecular Residual Disease (Mrd) Detection In Resected Non-Small Cell Lung Cancer (Nsclc) With Common Driver Genes,"Nsclc, Early Stage",Resected Non-Small Cell Lung Cancer,True,Resected Non-Small Cell Lung Cancer,,5,35,1,0.35,False,False,,,No comparison
213592,Are pre-operative urine cultures and cystoscopies before ureteral reimplantation clinically useful or cost effective?,MP17: Pediatric Urology: Upper & Lower Urinary Tract,,True,Pediatric Upper Urinary Tract Disease;;Pediatric Lower Urinary Tract Disease,,9,76,1,0.55,False,False,,,No comparison
344667,Detecting and intervening on rare pre-existing resistant subclones to BRAF/MEK inhibitors in metastatic melanoma,Diagnostic and Prognostic Biomarkers 1,Metastatic Melanoma,True,Metastatic Melanoma,,2,19,0,0.1,False,False,,,No comparison
180828,Impact of Daratumumab Monotherapy on Bone Metabolism Parameters in Patients with Relapsed and/or Refractory Multiple Myeloma Who Have Received at Least Two Prior Lines of Therapy Including Lenalidomide and a Proteasome Inhibitor: Outcomes of the Phase 2 Rebuild Study,Myeloma and Plasma Cell Dyscrasias: Clinical-Prospective Therapeutic Trials: Poster I,Relapsed and/or Refractory Multiple Myeloma,True,Relapsed/Refractory Multiple Myeloma,,3,36,3,0.44999999999999996,False,False,,,No comparison
377438,Pharmacodynamic Activity Of Gen3014 (Hexabody-Cd38) In Patients With Multiple Myeloma Supports Enhanced Complement Dependent Cytotoxicity Of Gen3014 Compared To Daratumumab,Myeloma and other monoclonal gammopathies - Biology & Translational Research,Multiple Myeloma,True,Multiple Myeloma,,2,16,1,0.2,False,False,,,No comparison
311906,Q&A,Genetic Predisposition and the Balance Between Infection and Autoimmunity,,True,Infection;;Autoimmunity,,1,23,0,0.05,False,False,,,No comparison
393826,Concordance Of Pd-L1 Expression Between Biopsy And Matched Surgical Specimen In Early-Stage Non-Small Cell Lung Cancer: Lc-Scrum-Advantage/Mrd,"Nsclc, Early Stage",Early-Stage Non-Small Cell Lung Cancer,True,Early Stage Non-Small Cell Lung Cancer,,6,38,3,0.6,False,False,,,No comparison
393827,Predicting Pd-L1 Expression Using [18F]Fdg Pet/Ct In Early Stage Non-Small Cell Lung Cancer (Nsclc).,"Nsclc, Early Stage",Early Stage Non-Small Cell Lung Cancer,True,Early Stage Non-Small Cell Lung Cancer,,6,38,3,0.6,False,False,,,No comparison
213605,Is Excretory Phase Computerized Tomography Important for Evaluation of High Grade Renal Trauma?: Results from the Traumatic Renal Injury Collaboration for Kids (TRICK),MP17: Pediatric Urology: Upper & Lower Urinary Tract,Traumatic Renal Injury,True,High Grade Renal Trauma,,4,23,1,0.30000000000000004,False,False,,,No comparison
393830,Real-World Outcomes In Stage I-Iii Resectable Non-Small Cell Lung Cancer (Nsclc): Thassos-Intl Study,"Nsclc, Early Stage",Stage I-III Resectable Non-Small Cell Lung Cancer,True,Resectable Stage I-III Non-Small Cell Lung Cancer,,7,49,2,0.55,True,False,,,No comparison
393832,Neoadjuvant Therapy With Anti-Pd-1/Pd-L1 Plus Platinum-Base Chemotherapy For Resectable Stage Ii-Iii Non-Small Cell Lung Cancer: A Systematic Review And Meta-Analysis Of Randomized Clinical Trials,"Nsclc, Early Stage",Resectable Stage II-III Non-Small Cell Lung Cancer,True,Resectable Stage II-III Non-Small Cell Lung Cancer,,7,50,2,0.55,True,False,,,No comparison
164457,"Welcome and Why SOBPD Should Exist, Who We Are and Our Mission. Society Benefits, Annual meetings",Society for Benign Prostate Disease,Benign Prostatic Hyperplasia,True,Benign Prostate Disease,,3,23,1,0.25,False,False,,,No comparison
180842,The Potential Roles of Mucosa-Associated Invariant T Cells in the Pathogenesis of Gut Graft-Versus-Host Disease after Hematopoietic Stem Cell Transplantation,Experimental Transplantation: Basic and Translational: Poster I,Graft-Versus-Host Disease,True,Gut Graft-Versus-Host Disease,,3,29,1,0.25,False,False,,,No comparison
262759,Health-Related Quality Of Life In Patients With Triple-Class Exposed Relapsed/Refractory Multiple Myeloma Treated With Iberdomide Plus Dexamethasone In A Phase 1B/2A Open-Label Dose Escalation Study,"Quality of life, palliative care, ethics and health economics",Relapsed/Refractory Multiple Myeloma ,True,Triple-Class Exposed Relapsed/Refractory Multiple Myeloma,,5,57,3,0.55,False,False,,,No comparison
164460,The Advent of Directed Medical BPH Care-How Alpha Blockers were Developed,Society for Benign Prostate Disease,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,,3,28,0,0.15,False,False,,,No comparison
295539,Patient and Public Involvement in Cancer Research: The Needs and Perceptions of Older Adults Living with and After Cancer,Supportive care and symptom management,Older Adult Cancer,True,Older Adult Cancer,,3,18,1,0.25,False,False,,,No comparison
164469,Photoselective Vaporization of the Prostate,Society for Benign Prostate Disease,Benign Prostate Disease,True,Benign Prostate Disease,,3,23,1,0.25,False,False,,,No comparison
311932,How Does the Use of Concomitant Methotrexate Affect the Efficacy and Safety of Biologics for Psoriatic Arthritis?,How Does the Use of Concomitant Methotrexate Affect the Efficacy and Safety of Biologics for Psoriatic Arthritis?,Psoriatic Arthritis,True,Psoriatic Arthritis,,2,19,0,0.1,False,False,,,No comparison
344700,OvaPrint - a novel cfDNA methylation liquid biopsy for cancer risk assessment in high grade serous ovarian carcinoma,Liquid Biopsies: Circulating Nucleic Acids and Circulating Tumor Cells 1,High Grade Serous Ovarian Carcinoma,True,High Grade Serous Ovarian Carcinoma,,5,35,2,0.45,False,False,,,No comparison
393855,First-Line Osimertinib In Patients With Egfr Mutated Lung Cancer With Uncommon Mutations (Ocelot Study - Interim Analysis),"Nsclc, Metastatic",EGFR-Mutated Lung Cancer,True,EGFR-Mutated Lung Cancer,,3,24,1,0.25,True,False,,,No comparison
344703,Development of a genome-wide methylome enrichment platform for multi-cancer early detection (MCED),Liquid Biopsies: Circulating Nucleic Acids and Circulating Tumor Cells 1,Cancer,True,Cancer,,1,6,1,0.15000000000000002,False,False,,,No comparison
230018,Breast cancer: Online education's effect on clinician ability to assess risk of recurrence and understanding the latest data.,Breast Cancer-Local/Regional/Adjuvant,Breast Cancer,True,Breast Cancer,,2,13,1,0.2,False,False,,,No comparison
148103,Cohesin Mutations Are Associated With A Poor Prognosis Phenotype And A Worse Clinical Outcome In Low-Risk Myelodysplastic Syndromes Patients,Myelodysplastic Syndromes - Biology & Translational Research,Low-Risk Myelodysplastic Syndrome,True,Cohesin-Mutated Low-Risk Myelodysplastic Syndrome,,4,49,1,0.30000000000000004,False,False,,,No comparison
262793,Long-Term Follow-Up Of Dutch Patients With Sickle Cell Disease Diagnosed By Neonatal Screening - Effect On The Morbidity And Mortality In The Netherlands.,Sickle cell disease,Sickle Cell Disease,True,Sickle Cell Disease,,3,19,1,0.25,False,False,,,No comparison
328332,Impact on Tumour Treatment and Outcome of Sars-Cov-2 Infection in 91 Patients with Primary CNS Lymphoma: A Real-Life Study of the International PCNSL Collaborative Group,Aggressive Lymphomas: Clinical and Epidemiological: Poster I,Sars-Cov-2 Infection;;Primary CNS Lymphoma,True,Sars-Cov-2 Infection;;Primary CNS Lymphoma,,4,42,1,0.30000000000000004,True,False,,,No comparison
262802,Allogeneic Hematopoietic Stem Transplantation (Hsct) In Patients Over 60 Years. Retrospective Experience Of Two Spanish Centers Between 2015-2020,Stem cell transplantation - Clinical,,True,No indication found,,3,19,0,0.15,False,False,,,No comparison
148116,Mesenchymal Stromal Cells As A Potential Therapeutic Tool In Enhancing Residual Healthy Haematopoiesis In Low-Risk Mds Patients,Myelodysplastic Syndromes - Biology & Translational Research,Low-Risk Myelodysplastic Syndrome,True,Low-Risk Myelodysplastic Syndrome,,3,33,1,0.25,False,False,,,No comparison
377489,Prophylactic And Preemptive Use Of Dli Compare Favourably To Their Therapeutic Use In Adult Acute Lymphoblastic Leukemia (All) - Results Of A Multicentre Retrospective Study,Acute lymphoblastic leukemia - Clinical,Adult Acute Lymphoblastic Leukemia,True,Adult Acute Lymphoblastic Leukemia,,4,34,2,0.4,False,False,,,No comparison
311960,"Phosphofructokinase P Fine-Tunes T Regulatory Cell Metabolism, Function and Stability in Systemic Autoimmunity",Ignite Session 1C,,True,Systemic Autoimmunity,,2,21,0,0.1,False,False,,,No comparison
230042,Predictive value of circulating tumor cells FTH1 gene on the efficacy of neoadjuvant chemotherapy in non-metastatic breast cancer.,Breast Cancer-Local/Regional/Adjuvant,Non-Metastatic Breast Cancer,True,Non-Metastatic Breast Cancer,,3,28,1,0.25,False,False,,,No comparison
213661,A Pilot Study of Outcomes after Robot-Assisted Sigmoid Vaginoplasty for Gender Dysphoria,MP20: Trauma/Reconstruction/Diversion: External Genitalia Reconstruction and Urotrauma (including transgender surgery) I,Gender Dysphoria,True,Gender Dysphoria,,2,16,0,0.1,False,False,,,No comparison
410269,Impact of Primary Kidney Disease on the Effects of Empagliflozin in Patients with CKD,Interventions to Reduce CKD Progression,Primary Kidney Disease;;Chronic Kidney Disease,True,Primary Kidney Disease;;CKD,,3,27,1,0.25,True,False,,,No comparison
393888,Updated Patient-Reported Outcomes From The Crown Study: Analyses In First-Line Alk+ Patients With (W) And Without (W/O) Baseline Brain Metastases (Bms) And W Or W/O Central Nervous System Adverse Events (Cns Aes),"Nsclc, Metastatic",First-Line ALK-Postive Metastatic Non-Small Cell Lung Cancer,True,Metastatic Non-Small Cell Lung Cancer,,5,37,1,0.35,False,False,,,No comparison
148133,Venetoclax Combined With Azacitidine In The Treatment Of Relapsed/Refractory High-Risk Myelodysplastic Syndromes And Acute Myeloid Leukemia: A Retrospective Single-Center Study,Myelodysplastic Syndromes - Clinical,Relapsed/Refractory High-Risk Myelodysplastic Syndrome;;Relapsed/Refractory High-Risk Acute Myeloid Leukemia,True,Relapsed/Refractory High-Risk Myelodysplastic Syndrome;;Relapsed/Refractory Acute Myeloid Leukemia,,7,98,5,0.85,False,False,,,No comparison
230055,Axillary surgery after neoadjuvant chemotherapy in breast cancer patients downstaging from cN+ to ycN0.,Breast Cancer-Local/Regional/Adjuvant,Breast Cancer,True,Node-Positive Breast Cancer,,3,27,2,0.35,False,False,,,No comparison
230053,Neutrophil-lymphocyte ratio and prediction of pathological complete response to neoadjuvant treatment in breast cancer.,Breast Cancer-Local/Regional/Adjuvant,Breast Cancer,True,Breast Cancer,,2,13,1,0.2,False,False,,,No comparison
410286,Differential cfDNA Methylation in Kidney Allograft Rejection,"Kidney Transplantation: Biomarkers, New and Old",,True,Kidney Allograft Rejection,,3,26,0,0.15,False,False,,,No comparison
410288,Elevated Glycolytic Markers in Urinary Extracellular Vesicles in Kidney Transplant T Cell-Mediated Rejection,"Kidney Transplantation: Biomarkers, New and Old",,True,Kidney Transplant T Cell-Mediated Rejection,,5,43,0,0.25,False,False,,,No comparison
410290,Uncontrolled Hypertension Is Associated with Increased Risk of Graft Failure in Kidney Transplant Recipients: A Nationwide Population-Based Study,"Kidney Transplantation: Biomarkers, New and Old",Hypertension ,True,Uncontrolled Hypertension;;Graft Failure,,3,40,0,0.15,False,False,,,No comparison
230073,Impacts of subtypes on clinical feature and outcome of male breast cancer.,Breast Cancer-Local/Regional/Adjuvant,Breast Cancer,True,Breast Cancer,,2,13,1,0.2,False,False,,,No comparison
393915,Efficacy Of First-Line Treatment Options In Advanced Her2-Altered Non-Small Cell Lung Cancer: A Multi-Center Retrospective Study,"Nsclc, Metastatic",First-Line Advanced HER2-Altered Non-Small Cell Lung Cancer,True,First-Line Advanced HER2-Altered Non-Small Cell Lung Cancer,,7,59,2,0.55,False,False,,,No comparison
148158,Tumor Associated Macrophages Inhibit Cd8+T Cells Immune Responses Via Pd-1/Pd-L1 Pathway In Multiple Myeloma,Myeloma And Other Monoclonal Gammopathies - Biology & Translational Research,Multiple Myeloma,True,Multiple Myeloma,,2,16,1,0.2,False,False,,,No comparison
262851,Efficacy And Safety Comparison Of Calcineurin Inhibitors Used For Gvhd Prophylaxis In Hematopoietic Stem Cell Transplantation In Children With Thalassemia,Stem cell transplantation - Clinical,Thalassemia,True,Pediatric Thalassemia,,2,21,0,0.1,False,False,,,No comparison
213700,How is health-related quality of life affected by salvage cystectomy and urinary diversion as a last-line option for benign disease,"MP22: Trauma/Reconstruction/Diversion: Urethral Reconstruction (including Stricture, Diverticulum) I",,True,Trauma;;Urethral Stricture;;Urethral Diverticulum,,3,49,0,0.15,False,False,,,No comparison
180933,Screening Chest CT Prior to Allogenic Transplantation - High Rates of Occult Abnormalities,"Allogeneic Transplantation: Conditioning Regimens, Engraftment and Acute Toxicities: Poster I",,True,No indication found,,3,19,0,0.15,False,False,,,No comparison
180932,The Impact of Letermovir (LTV) Prophylaxis on Early Cytomegalovirus Infection (CMVi) and Outcomes in the Adult Allogeneic Hematopoietic Cell Transplantation (alloHCT) Recipients with High-Risk Donor Type,"Allogeneic Transplantation: Conditioning Regimens, Engraftment and Acute Toxicities: Poster I",Early Cytomegalovirus Infection,True,Adult Early Onset Cytomegalovirus Infection,,5,43,1,0.35,False,False,,,No comparison
393929,Real-World Routine Kras Testing Practices In France For Patients (Pts) With Advanced Or Metastatic (Am) Non-Small Cell Lung Cancer (Nsclc): Data From The Esme Cohort,"Nsclc, Metastatic",Advanced Or Metastatic Non-Small Cell Lung Cancer,True,Advanced/Metastatic Non-Small Cell Lung Cancer,,5,46,2,0.45,False,False,,,No comparison
393942,Recurrence Of Infusion-Related Reaction (Irrs) Associated To Avimantamab,"Nsclc, Metastatic",Metastatic Non-Small Cell Lung Cancer,True,Metastatic Non-Small Cell Lung Cancer,,5,37,1,0.35,False,False,,,No comparison
213726,Circulating tumor DNA is a strong predictor in patients treated with systemic therapy for urothelial carcinoma,MP23: Bladder Cancer: Invasive III,Urothelial Carcinoma,True,Urothelial Carcinoma,,2,20,1,0.2,False,False,,,No comparison
230112,Survival trends of patients with Paget disease of the breast: A National Cancer Database (NCDB) study.,Breast Cancer-Local/Regional/Adjuvant,Paget Disease of the Breast,True,Paget Disease of the Breast,,5,27,1,0.35,False,False,,,No comparison
410337,A Novel Glomerular Endothelium-Targeting Adeno-Associated Virus (AAV) Delivers Bacterial Proteinase to Treat Glomerulonephritis,"Bioengineering, Augmented Intelligence, Digital Health, and Data Science",Glomerulonephritis,True,Glomerulonephritis,,1,18,0,0.05,False,False,,,No comparison
295653,Discussion,"Young Oncologist Forum: Going on a Research Journey: From grant writing, over PhD to team management",,True,Cancer,,1,6,1,0.15000000000000002,False,False,,,No comparison
328423,"ASC4START: A Phase IIIb, Open-Label, Randomized Study of Tolerability and Efficacy of Asciminib Versus Nilotinib in Patients with Newly Diagnosed Philadelphia Chromosome-Positive Chronic Myelogenous Leukemia in Chronic Phase",Chronic Myeloid Leukemia: Clinical and Epidemiological: Poster II,Newly Diagnosed Ph-Positive Chronic Myelogenous Leukemia in Chronic Phase,True,Newly Diagnosed Ph Chromosome-Positive Chronic Myelogenous Leukemia in Chronic Phase,,10,84,4,0.9,False,False,,,No comparison
410348,Excess Mortality During the COVID-19 Pandemic in a Mid-Sized Dialysis Provider,COVID-19: A New Understanding and Lessons Learned,COVID-19 Infection,True,COVID-19,,1,8,0,0.05,True,False,,,No comparison
328431,Cancer-Related Gene Mutations Drive Resistance to the Third-Generation Tyrosine Kinase Inhibitor Therapy in Chronic Myeloid Leukaemia,Chronic Myeloid Leukemia: Clinical and Epidemiological: Poster III,Chronic Myeloid Leukaemia,True,Chronic Myeloid Leukemia,,3,24,2,0.35,False,False,,,No comparison
328438,Digital Droplet (dd) Polymerase Chain Reaction (PCR) Assays Offer Limited Advantages over Conventional Reverse-Transcriptase Quantitative PCR (RT-qPCR) for the Prediction of Molecular Recurrence after Treatment Discontinuation in Chronic Myeloid Leukemia (CML): Results from the Destiny Study,Chronic Myeloid Leukemia: Clinical and Epidemiological: Poster III,Chronic Myeloid Leukemia,True,Chronic Myeloid Leukemia,,3,24,2,0.35,False,False,,,No comparison
328439,Targeted Next-Generation Sequencing Identifies Additional Mutations Other Than BCR-ABL in Chronic Myeloid Leukemia Patients: A Chinese Monocentric Retrospective Study,Chronic Myeloid Leukemia: Clinical and Epidemiological: Poster III,BCR-ABL-Fusion Chronic Myeloid Leukemia,True,Chronic Myeloid Leukemia with Additional Mutations Other Than BCR-ABL,,9,69,2,0.65,True,False,,,No comparison
180989,Safety of Autologous Hematopoietic Stem Cell Transplantation in Patients over 75 Years Old. Single Center Experience Serving a Minority Population,Autologous Transplantation: Clinical and Epidemiological: Poster I,,True,No indication found,,3,19,0,0.15,False,False,,,No comparison
328455,Subjects with Chronic Myeloid Leukemia Identified As Intermediate- or High-Risk Subjects Using the Imatinib Therapy Failure (IMTF) Model Benefit from Initial Therapy with a Second-Generation Tyrosine Kinase Inhibitor,Chronic Myeloid Leukemia: Clinical and Epidemiological: Poster I,Intermediate-Risk High-Risk Chronic Myeloid Leukemia,True,High-Risk Chronic Myeloid Leukemia;;Intermediate-Risk Chronic Myeloid Leukemia,,7,78,2,0.55,False,False,,,No comparison
148233,"Survival Among Older Patients With Previously Treated Multiple Myeloma Treated With Selinexor, Bortezomib, And Dexamethasone (Xvd) In The Boston Study",Myeloma And Other Monoclonal Gammopathies - Clinical,Elderly Previously Treated Multiple Myeloma,True,Elderly Previously Treated Multiple Myeloma,,5,43,2,0.45,False,False,,,No comparison
262924,A Phase 1/2 Study To Evaluate Ponatinib With Chemotherapy In Pediatric Patients With Relapsed/Resistant/Intolerant Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia Or With T315I Mutation,Acute lymphoblastic leukemia - Clinical,Relapsed/Intolerant Ph-Positive T315I Mutated Acute Lymphoblastic Leukemia,True,Pediatric Relapsed/Refractory Ph Chromosome-Positive Acute Lymphoblastic Leukemia;;Pediatric T315I-Mutated Acute Lymphoblastic Leukemia,,11,135,5,1.0,False,False,,,No comparison
410383,Outcomes Associated with Sodium-Glucose Cotransporter-2 Inhibitors in Kidney Transplant Recipients: A Real-World Analysis Using a Global Federated Database,Kidney Transplantation: New Translational Insights,,True,No indication found,,3,19,0,0.15,False,False,,,No comparison
377619,Discontinuation Of Treatment With Thrombopoietin Receptor Agonists In Patients With Immune Thrombocytopenia: A Single-Center Clinical Experience,Bleeding disorders (congenital and acquired),Immune Thrombocytopenia,True,Immune Thrombocytopenia,,2,23,0,0.1,False,False,,,No comparison
213784,Rural Hospital Location is Associated with Higher Reported Prices for Ureteroscopy with Laser Lithotripsy Among Commercially Insured Patients,MP26: Stone Disease: Epidemiology & Evaluation I,Stone Disease,True,Stone Disease,,2,13,1,0.2,False,False,,,No comparison
394009,Challenge Of Systemic First-Line Treatment Of Elderly Lung Cancer Patients,"Nsclc, Metastatic",First-Line Elderly Lung Cancer,True,First-Line Elderly Lung Cancer,,4,30,1,0.30000000000000004,False,False,,,No comparison
344862,"Mini-tumors: Pre-clinical HCI assays to screen anti-cancer drugs in the context of organoids, cancer-associated fibroblasts and immune cells",Targeting the Tumor Microenvironment,Cancer,True,Cancer,,1,6,1,0.15000000000000002,False,False,,,No comparison
148257,Overall And Complete Response Rates As Potential Surrogates For Overall Survival In Relapsed Refractory Multiple Myeloma,Myeloma And Other Monoclonal Gammopathies - Clinical,Relapsed Refractory Multiple Myeloma,True,Relapsed/Refractory Multiple Myeloma,,3,36,3,0.44999999999999996,False,False,,,No comparison
295712,The impact of an Education WhatsApp Group to support nurses working in an acute oncology/haematology setting during the Covid-19 pandemic,"Empowering young cancer nurses academically, clinically and in career progression",Covid-19 Infection,True,Cancer;;Hematologic Malignancy,,2,30,1,0.2,False,False,,,No comparison
230183,Treatment of alpelisib induced hyperglycemia with sodium-glucose cotransporter-2 inhibitors: A single institution experience.,Breast Cancer-Metastatic,Hyperglycemia ,True,Metastatic Breast Cancer,,3,24,1,0.25,False,False,,,No comparison
394023,Gut Microbiome Is Associated With The Clinical Response To Anti-Pd-1 Based Immunotherapy In Untreated Advanced Non-Small-Cell Lung Cancer,"Nsclc, Metastatic",Untreated Advanced Non-Small-Cell Lung Cancer,True,Untreated Advanced Non-Small-Cell Lung Cancer,,5,45,2,0.45,False,False,,,No comparison
