abstract_id,abstract_title,session_title,ground_truth,approach_2_success,approach_2_indication,approach_2_confidence,approach_2_word_count,approach_2_length,approach_2_clinical_terms,approach_2_complexity,approach_2_has_abbreviations,approach_2_has_parentheses,approach_2_error,inter_model_avg_similarity,inter_model_consensus,approach_2_indication_response
214230,Implications of Positive Surgical Margins following Robotic Partial Nephrectomy,MP50: Kidney Cancer: Localized: Surgical Therapy III,Kidney Cancer,True,Localized Kidney Cancer,0.95,3,23,1,0.25,False,False,,,No comparison,Localized Kidney Cancer
230619,Modifiable and non-modifiable risk factors associated with early-onset colorectal cancer: Analysis of the National Health Interview Survey.,Gastrointestinal Cancer-Colorectal and Anal,Early-Onset Colorectal Cancer,True,Early Onset Colorectal Cancer,0.95,4,29,2,0.4,False,False,,,No comparison,Early Onset Colorectal Cancer
197852,Accelerated Brain Aging is Independently Associated with Increased Likelihood of All-Cause Mortality: Findings from the Second Wave of Dallas Heart Study (DHS-2),Accelerated Brain Aging in Neuropsychiatric Disorders: Methodological Challenges and and Potential Applications to Prognosticate Clinical Outcomes,Neuropsychiatric Disorder,True,Neuropsychiatric Disorder,0.95,2,25,1,0.2,False,False,,,No comparison,Neuropsychiatric Disorder
328928,Analysis of COVID-19-Associated Proteins Identifies TANK-Binding Kinase 1 As an Immunotherapeutic Target in Multiple Myeloma,Multiple Myeloma and Plasma Cell Dyscrasias: Clinical and Epidemiological: Poster II,Multiple Myeloma,True,Multiple Myeloma,0.95,2,16,1,0.2,False,False,,,No comparison,Multiple Myeloma
296164,Assessing nivolumab in class II expressing microsatellite stable (pMMR) colorectal cancer (CRC): Results of the ANICCA-Class II trial,Colorectal cancer,Microsatellite Stable pMMR Colorectal cancer,True,Microsatellite Stable Colorectal Cancer,0.95,4,39,1,0.3,False,False,,,No comparison,Microsatellite Stable Colorectal Cancer
197861,Prenatal Cannabis Exposure and Outcomes during Middle Childhood,"Cannabis, Developmental periods, Neurocognitive and Mental Health Outcomes",Prenatal Cannabis Exposure,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
197863,Differential Effects of Adolescent versus Early Adult Cannabis Initiation on Longitudinal Brain Development: Evidence for Adolescence as a Period of Vulnerability,"Cannabis, Developmental periods, Neurocognitive and Mental Health Outcomes",,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
148704,Subcutaneous Immunoglobulins Use In Immunodeficiency Secondary To Chronic Lymphocytic Leukaemia: Monocentric Experience In Covid-19 Era,Chronic Lymphocytic Leukemia And Related Disorders - Clinical,Chronic Lymphocytic Leukaemia,True,Immunodeficiency;;Chronic Lymphocytic Leukaemia,0.95,3,47,1,0.25,False,False,,,No comparison,Immunodeficiency;;Chronic Lymphocytic Leukaemia
148706,Pattern Of Minimal Residual Disease In Tunisian Chronic Myeloid Leukemia Patients,Chronic Myeloid Leukemia - Biology & Translational Research,Chronic Myeloid Leukemia,True,Chronic Myeloid Leukemia,0.95,3,24,2,0.35,False,False,,,No comparison,Chronic Myeloid Leukemia
296166,Prognosis of pregnancy after breast cancer diagnosis according to the type of treatment: A population-based study in Korea by the SMARTSHIP group,"Breast cancer, early stage",Breast Cancer,True,Early Stage Breast Cancer,0.95,4,25,3,0.5,False,False,,,No comparison,Early Stage Breast Cancer
296175,Randomized phase II study of FOLFIRI plus ramucirumab versus FOLFOXIRI plus ramucirumab as first-line treatment for metastatic colorectal cancer: WJOG9216G (RECAST),Colorectal cancer,First-Line Metastatic Colorectal Cancer,True,First-Line Metastatic Colorectal Cancer,0.95,4,39,1,0.3,False,False,,,No comparison,First-Line Metastatic Colorectal Cancer
197874,Neuron Subtype Specific Molecular Mechanisms in Fentanyl Abstinence,Cell-Type Specific Molecular Biology of Addiction,,True,Addiction,0.95,1,9,0,0.05,False,False,,,No comparison,Addiction
197882,Altered Adult Neurogenesis and Cognition in Mesial Temporal Lobe Epilepsy Patients,Evidence of adult neurogenesis in human brain and its changes with aging and disease,Mesial Temporal Lobe Epilepsy,True,Adult Mesial Temporal Lobe Epilepsy,0.95,5,35,0,0.25,False,False,,,No comparison,Adult Mesial Temporal Lobe Epilepsy
148732,Diagnostic Importance Of Bone Marrow Aspiration In Children With Anemia Of Unknown Etiology,"Enzymopathies, Membranopathies And Other Anemias",Childhood Anemia,True,Childhood Anemia of Unknown Etiology,0.95,5,36,0,0.25,False,False,,,No comparison,Childhood Anemia of Unknown Etiology
394495,Novel Nomogram Based On The Expression Of Dll3 And Pd-L1 For Predicting The Prognosis Of Small Cell Lung Cancer Patients,Sclc,Small Cell Lung Cancer,True,DLL3-Expressing Small Cell Lung Cancer;;PD-L1-Expressing Small Cell Lung Cancer,0.95,9,79,1,0.55,True,False,,,No comparison,DLL3-Expressing Small Cell Lung Cancer;;PD-L1-Expressing Small Cell Lung Cancer
181510,ETS Family Transcription Factor Fusions in Childhood AML: Distinct Expression Networks and Clinical Implications,"Acute Myeloid Leukemias: Biomarkers, Molecular Markers and Minimal Residual Disease in Diagnosis and Prognosis: Poster II",Childhood Acute Myeloid Leukemia,True,Childhood Acute Myeloid Leukemia,0.95,4,32,2,0.4,False,False,,,No comparison,Childhood Acute Myeloid Leukemia
181511,Functional Consequence and Therapeutic Targeting of Cryptic ALK Fusions (ALKfus) in Monosomy7 AML,"Acute Myeloid Leukemias: Biomarkers, Molecular Markers and Minimal Residual Disease in Diagnosis and Prognosis: Poster II",Acute Myeloid Leukemia,True,ALK Fusion Monosomy7 Acute Myeloid Leukemia,0.95,6,43,2,0.5,True,False,,,No comparison,ALK Fusion Monosomy7 Acute Myeloid Leukemia
328968,"Efficacy and Safety of Oral Ixazomib (Ixa), Intravenous (IV) Daratumumab (Dara), and IV/Oral Dexamethasone (Dex; IDd) in Patients (Pts) with Relapsed/Refractory Multiple Myeloma (RRMM) and 1-3 Prior Therapies: Results of the Final Analysis of a Phase 2 Study",Multiple Myeloma and Plasma Cell Dyscrasias: Clinical and Epidemiological: Poster III,Relapsed/Refractory Multiple Myeloma,True,Relapsed/Refractory Multiple Myeloma,0.95,3,36,3,0.45,False,False,,,No comparison,Relapsed/Refractory Multiple Myeloma
165128,Modeled Impact of the COVID-19 Pandemic and Associated Reduced Adult Vaccinations on Herpes Zoster in the United States,Adult Vaccines,Herpes Zoster Infection,True,Adult Herpes Zoster,0.95,3,19,0,0.15,False,False,,,No comparison,Adult Herpes Zoster
296202,Gene expression profile (GEP) of extensive small-cell lung cancer (eSCLC) patients (pts) receiving first-line platinum-etoposide plus atezolizumab (PEA),Basic Science,Extensive Stage Small-Cell Lung Cancer,True,Extensive Stage Small Cell Lung Cancer,0.95,6,38,2,0.5,False,False,,,No comparison,Extensive Stage Small Cell Lung Cancer
148747,Prognostic Factors Of Worse Survival In Newly Diagnosed Advanced-Stage Hodgkin Lymphoma In Taiwan: A Nationwide Retrospective Study,Hodgkin Lymphoma - Clinical,Newly Diagnosed Advanced-Stage Hodgkin Lymphoma,True,Newly Diagnosed Advanced Hodgkin Lymphoma,0.95,5,41,3,0.55,False,False,,,No comparison,Newly Diagnosed Advanced Hodgkin Lymphoma
312583,Improving The Performance Of Early Breast Cancer Diagnosis By A Model Combining Breast Ultrasound With Methylation Markers In Non-Invasive Circulating Tumor Dna,Detection/Diagnosis: Detection/Diagnosis - Other,Early Breast Cancer,True,Early Breast Cancer,0.95,3,19,2,0.35,False,False,,,No comparison,Early Breast Cancer
378125,The US experience in ALL,Adult acute lymphoblastic leukemia (EWALL),Acute Lymphoblastic Leukemia,True,Adult Acute Lymphoblastic Leukemia,0.95,4,34,2,0.4,False,False,,,No comparison,Adult Acute Lymphoblastic Leukemia
312590,Orphan Non-Coding Rnas For Early Detection Of Breast Cancer With Liquid Biopsy,Detection/Diagnosis: Detection/Diagnosis - Other,Breast Cancer,True,Breast Cancer,0.95,2,13,1,0.2,False,False,,,No comparison,Breast Cancer
263441,Variant Haemoglobin Assessment And Correlation With Phenotypic Presentation At Diagnosis In Sickle Cell Disease : A Single Centre Retrospective Analysis Of Central Gujarat Cohort,Sickle cell disease,Sickle Cell Disease,True,Sickle Cell Disease,0.95,3,19,1,0.25,False,False,,,No comparison,Sickle Cell Disease
296214,Safety and efficacy of infrequent tebentafusp treatment omissions in patients with metastatic uveal melanoma,Melanoma and other skin tumours,Metastatic Uveal Melanoma,True,Metastatic Uveal Melanoma,0.95,3,25,0,0.15,False,False,,,No comparison,Metastatic Uveal Melanoma
165143,Immunologic Hyporesponsiveness with Subsequent Dosing of Meningococcal Vaccines: Re-Evaluating the Current Paradigm,Adult Vaccines,,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
378137,Regulation of GvHD in the hematopoietic niche,Mesenchymal stromal cells: Progress in biology and engineering of mesenchymal stromal cells,Graft-Versus-Host Disease,True,Graft-versus-Host Disease,0.95,2,25,1,0.2,False,False,,,No comparison,Graft-versus-Host Disease
296217,Pembrolizumab versus placebo after complete resection of high-risk stage III melanoma: 5-year results of the EORTC 1325-MG/Keynote-054 double-blinded phase 3 trial,Melanoma and other skin tumours,High-Risk Stage III Melanoma,True,Resected High-Risk Stage III Melanoma,0.95,5,37,1,0.35,True,False,,,No comparison,Resected High-Risk Stage III Melanoma
279835,RWD of CAR T-cell therapy in older adults: The UK experience,Aging and Hematology: Real-world evidence of CAR T-cell therapy in older adults in Europe,,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
378147,AI approach for advanced analysis of flow-cytometryc data,Diagnosis in hematological diseases: Morphology and flow cytometry: 2.0 diagnostics in hematology: The role of artificial intelligence,,True,Hematological Disease,0.95,2,21,1,0.2,False,False,,,No comparison,Hematological Disease
410917,Integrating Electronic Health Data Records to Develop and Validate a Predictive Model of Hospital-Acquired AKI in Non-Critically Ill Patients,"AI, Digital Health, Data Science - I",Acute Kidney Injury,True,Hospital-Acquired Acute Kidney Injury,0.95,4,37,1,0.3,False,False,,,No comparison,Hospital-Acquired Acute Kidney Injury
230700,Initial efficacy and biomarker analysis of a phase 1b study targeting IL-1b and PD-1 with chemotherapy in metastatic pancreatic cancer (PanCAN-SR1).,"Gastrointestinal Cancer-Gastroesophageal, Pancreatic, and Hepatobiliary",Metastatic Pancreatic Cancer,True,Metastatic Pancreatic Cancer,0.95,3,28,1,0.25,False,False,,,No comparison,Metastatic Pancreatic Cancer
197935,No Signs of Neurodegenerative Effects in 15q11.2 BP1-BP2 Copy Number Variant Carriers,Poster Session I (In-Person),,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
230706,"Tislelizumab versus chemotherapy as second-line treatment for advanced or metastatic esophageal squamous cell carcinoma (ESCC, RATIONALE 302): Impact on health-related quality of life (HRQoL).","Gastrointestinal Cancer-Gastroesophageal, Pancreatic, and Hepatobiliary",Second-Line Advanced or Metastatic Esophageal Squamous Cell Carcinoma,True,Second-Line Advanced/Metastatic Esophageal Squamous Cell Carcinoma,0.95,6,66,2,0.5,False,False,,,No comparison,Second-Line Advanced/Metastatic Esophageal Squamous Cell Carcinoma
214324,Using Magnetic Resonance Imaging to Define Focal Therapy Templates in Patients with Intermediate-Risk Prostate Cancer,MP55: Prostate Cancer: Localized: Ablative Therapy,Intermediate-Risk Prostate Cancer,True,Intermediate-Risk Localized Prostate Cancer,0.95,4,43,1,0.3,False,False,,,No comparison,Intermediate-Risk Localized Prostate Cancer
329014,Hypercalcemia in Individuals with Monoclonal Gammopathy of Undetermined Significance: Results from the Istopmm Study,Multiple Myeloma and Plasma Cell Dyscrasias: Clinical and Epidemiological: Poster III,Monoclonal Gammopathy,True,Hypercalcemia;;Monoclonal Gammopathy of Undetermined Significance,0.95,5,65,0,0.25,False,False,,,No comparison,Hypercalcemia;;Monoclonal Gammopathy of Undetermined Significance
181569,Low Percentage of Microenvironment Immune Cells in Bone Marrow and Lymph Node Measured By Flow Cytometry Is Associated with Inferior Overall Survival in Diffuse Large B Cell Lymphoma,Lymphomas: Translational-Non-Genetic: Poster II,Diffuse Large B Cell Lymphoma,True,Diffuse Large B Cell Lymphoma,0.95,5,29,1,0.35,False,False,,,No comparison,Diffuse Large B Cell Lymphoma
197955,Mutations in Kalrn Disrupt Gamma-Band Oscillations in the Auditory Cortex of Adult Mice,Poster Session I (In-Person),,True,,0.99,0,0,0,0.0,False,False,,,No comparison,
148806,Suppression Of Akr1B1 Reduces Cell Proliferation And Enhances Sensitivity To Hypomethylating Agents By Inhibiting Mtorc1 Signaling Pathway In High-Risk Myelodysplastic Syndrome,Myelodysplastic Syndromes - Biology & Translational Research,High-Risk Myelodysplastic Syndrome,True,High-Risk Myelodysplastic Syndrome,0.95,3,34,1,0.25,False,False,,,No comparison,High-Risk Myelodysplastic Syndrome
148807,"Polymorphism Of Gstm1, Gstt1 And Cytokine Genes In Patients With Myelodysplastic Syndrome",Myelodysplastic Syndromes - Biology & Translational Research,Myelodysplastic Syndrome,True,Myelodysplastic Syndrome,0.95,2,24,1,0.2,False,False,,,No comparison,Myelodysplastic Syndrome
214345,The role of FDG PET in the staging of bladder cancer patients candidate for radical cystectomy,MP56: Bladder Cancer: Invasive V,Bladder Cancer,True,Invasive Bladder Cancer,0.95,3,23,1,0.25,False,False,,,No comparison,Invasive Bladder Cancer
312650,Role Of Postmastectomy Radiation Therapy In Breast Cancer Patients According To Pathologic Nodal Status After Neoadjuvant Chemotherapy,Treatment - Surgery And Radiotherapy: Radiotherapy,Breast Cancer,True,Node-Negative Breast Cancer;;Node-Positive Breast Cancer,0.95,5,56,3,0.55,False,False,,,No comparison,Node-Negative Breast Cancer;;Node-Positive Breast Cancer
181581,"Rituximab, Bendamustine and Cytarabine Followed By Venetoclax (V-RBAC) in High-Risk Elderly Patients with Mantle Cell Lymphoma","Mantle Cell, Follicular, and Other Indolent B Cell Lymphomas: Clinical and Epidemiological: Poster II",High-Risk Elderly Mantle Cell Lymphoma,True,Elderly High-Risk Mantle Cell Lymphoma,0.95,5,38,1,0.35,False,False,,,No comparison,Elderly High-Risk Mantle Cell Lymphoma
148814,A Phase 3 Study Of The Efficacy And Safety Of Luspatercept Versus Epoetin Alfa For The Treatment Of Anemia Due To Lower-Risk Mds In Esa-Naive Patients Requiring Rbc Transfusions (The Commands Trial),Myelodysplastic Syndromes - Clinical,Low-Risk Myelodysplastic Syndrome,True,Low-Risk Myelodysplastic Syndrome;;Anemia,0.95,3,41,1,0.25,False,False,,,No comparison,Low-Risk Myelodysplastic Syndrome;;Anemia
394576,Prevention Of Taxane Chemotherapy Induced Nail Changes And Peripheral Neuropathy By Application Of Extremity Cooling: A Prospective Single Center Study With Intrapatient Comparison,Supportive Care,Peripheral Neuropathy,True,Nail Change;;Peripheral Neuropathy,0.95,3,34,0,0.15,False,False,,,No comparison,Nail Change;;Peripheral Neuropathy
263509,Genetic And Epigenetic Factors Driving Primary Mediastinal B-Cell Lymphoma Pathogenesis And Outcome,Presidential Symposium,Primary Mediastinal B-Cell Lymphoma,True,Primary Mediastinal B-Cell Lymphoma,0.95,4,35,1,0.3,False,False,,,No comparison,Primary Mediastinal B-Cell Lymphoma
394584,Initial Geriatric Assessment And Chemotherapy Tolerability Treatment In Brazilian Patients With Malignant Neoplasm Of The Digestive System.,Supportive Care,Malignant Neoplasm,True,Geriatric Malignant Neoplasm of the Digestive System,0.95,7,52,0,0.35,False,False,,,No comparison,Geriatric Malignant Neoplasm of the Digestive System
263513,Ubtf-Atxn7L3 Gene Fusion Due To 17Q21.31 Deletion Defines Novel High-Risk All Subtype Amenable To Mrd-Based Treatment Intensification,From biology to preclinical models in ALL,High-Risk Acute Lymphoblastic Leukemia,True,UBTF-ATXN7L3 Fusion High-Risk Acute Lymphoblastic Leukemia,0.95,6,58,2,0.5,True,False,,,No comparison,UBTF-ATXN7L3 Fusion High-Risk Acute Lymphoblastic Leukemia
345435,Cellos: High-throughput deconvolution of 3D organoid dynamics at cellular resolution for cancer pharmacology,Tumor Organoids for Therapeutic Testing,,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
230744,Genomic determinants and clinical relevance of cancer-associated thrombosis in biliary tract cancers.,"Gastrointestinal Cancer-Gastroesophageal, Pancreatic, and Hepatobiliary",Cancer-Associated Thrombosis;;Biliary Tract Cancer,True,Biliary Tract Cancer;;Cancer-Related Thrombosis,0.95,4,47,1,0.3,False,False,,,No comparison,Biliary Tract Cancer;;Cancer-Related Thrombosis
197976,Early-Life Trauma Exposure: The Role of vmPFC in Resilience to Trauma,Poster Session I (In-Person),Trauma,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
296288,Real World Evidence of First-line Cetuximab (CX) plus Paclitaxel (PX) in Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck (SCCHN),"Head and neck cancer, excluding thyroid",Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck,True,Recurrent/Metastatic Squamous Cell Carcinoma of the Head and Neck,0.95,9,65,1,0.55,False,False,,,No comparison,Recurrent/Metastatic Squamous Cell Carcinoma of the Head and Neck
148828,Validation Of Algorithms To Identify First-Line Therapy (Induction And Maintenance) For Multiple Myeloma For Use In Electronic Healthcare Databases,Myeloma And Other Monoclonal Gammopathies - Biology & Translational Research,First-Line Multiple Myeloma,True,First-Line Multiple Myeloma,0.95,3,27,1,0.25,False,False,,,No comparison,First-Line Multiple Myeloma
230749,Clinical utility of immunotherapy hyperprogressive genes in hepatocellular carcinoma patients.,"Gastrointestinal Cancer-Gastroesophageal, Pancreatic, and Hepatobiliary",Hepatocellular Carcinoma,True,Hyperprogressive Hepatocellular Carcinoma,0.95,3,41,1,0.25,False,False,,,No comparison,Hyperprogressive Hepatocellular Carcinoma
148829,A Clinical-Decision Tool To Improve The Strategy Of Multiple Myeloma Treatment,Myeloma And Other Monoclonal Gammopathies - Clinical,Multiple Myeloma,True,Multiple Myeloma,0.95,2,16,1,0.2,False,False,,,No comparison,Multiple Myeloma
296292,Prognosis-related molecular subtypes and immune features associated with hepatocellular carcinoma,Hepatocellular carcinoma (HCC),hepatocellular carcinoma,True,Hepatocellular Carcinoma,0.95,2,24,1,0.2,False,False,,,No comparison,Hepatocellular Carcinoma
279909,Classification of immunodeficiency-related lymphoproliferative disorders,Pediatric hematology: Immunodeficiency-related lymphoproliferative disorders,Immunodeficiency-Related Lymphoproliferative Disorder,True,Pediatric Immunodeficiency-Related Lymphoproliferative Disorder,0.95,4,63,1,0.3,False,False,,,No comparison,Pediatric Immunodeficiency-Related Lymphoproliferative Disorder
378207,Interactive Panel Discussion: Challenging Cases Involving Infections Associated with CLL,Interactive Session: Chronic Lymphocytic Leukemia (CLL) and Beyond - Management of the Infection Burden,Chronic Lymphocytic Leukemia,True,Chronic Lymphocytic Leukemia;;Infection,0.95,3,39,2,0.35,False,False,,,No comparison,Chronic Lymphocytic Leukemia;;Infection
394614,"Mortality Within 30 Days After Last Dose Of Intravenous Systemic Anti-Cancer Therapy: Single-Center, One-Year, Retrospective Analysis",Supportive Care,,True,Cancer,0.95,1,6,1,0.15,False,False,,,No comparison,Cancer
345465,A non-surgical approach to develop an orthotopic colorectal cancer mouse model,Mouse Models of Human Cancer,Colorectal Cancer,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
214394,ATM mutations are associated with high-risk architectural features in men with familial prostate cancer,MP58: Prostate Cancer: Detection & Screening VII,Familial Prostate Cancer ,True,High-Risk ATM-Mutated Familial Prostate Cancer,0.95,5,46,1,0.35,True,False,,,No comparison,High-Risk ATM-Mutated Familial Prostate Cancer
394619,Venous Thromboembolism (Vte) In Patients With Advanced High Grade Ovarian Carcinoma (Ahgoc) Receiving Parp Inhibitors,Supportive Care,Advanced High Grade Ovarian Carcinoma,True,Venous Thromboembolism;;Advanced High Grade Ovarian Carcinoma,0.95,6,61,3,0.6,False,False,,,No comparison,Venous Thromboembolism;;Advanced High Grade Ovarian Carcinoma
148861,Lenalidomide Versus Thalidomide Or Bortezomib As Maintenance Regimen For Non-Transplant Patients With Multiple Myeloma: Multi-Center Real World Experiences In China,Myeloma And Other Monoclonal Gammopathies - Clinical,Multiple Myeloma,True,Multiple Myeloma,0.95,2,16,1,0.2,False,False,,,No comparison,Multiple Myeloma
181632,Glofitamab Monotherapy Provides Durable Responses after Fixed-Length Dosing in Relapsed/Refractory (R/R) Non-Hodgkin Lymphoma (NHL) Patients (pts),Aggressive Lymphomas: Prospective Therapeutic Trials: Poster II,Relapsed/Refractory Non-Hodgkin Lymphoma,True,Relapsed/Refractory Non-Hodgkin Lymphoma,0.95,3,40,3,0.45,False,False,,,No comparison,Relapsed/Refractory Non-Hodgkin Lymphoma
198019,"Hippocampal volume, FKBP5 genetic risk alleles, and childhood trauma interact to increase vulnerability to chronic multisite musculoskeletal pain",Poster Session I (In-Person),Chronic Multisite Musculoskeletal Pain;;Childhood Trauma,True,Chronic Multisite Musculoskeletal Pain,0.95,4,38,1,0.3,False,False,,,No comparison,Chronic Multisite Musculoskeletal Pain
329094,"Updated Interim Results from a Phase 1 Study of HPN217, a Half-Life Extended Tri-Specific T Cell Activating Construct (TriTAC(r)) Targeting B Cell Maturation Antigen (BCMA) for Relapsed/Refractory Multiple Myeloma (RRMM)",Myeloma and Plasma Cell Dyscrasias: Prospective Therapeutic Trials: Poster II,Relapsed/Refractory Multiple Myeloma,True,Relapsed/Refractory Multiple Myeloma,0.95,3,36,3,0.45,False,False,,,No comparison,Relapsed/Refractory Multiple Myeloma
148870,Real World Evidence Of Carfilzomib In Relapsed Refractory Multiple Myeloma (Rrmm),Myeloma And Other Monoclonal Gammopathies - Clinical,Relapsed/Refractory Multiple Myeloma,True,Relapsed/Refractory Multiple Myeloma,0.95,3,36,3,0.45,False,False,,,No comparison,Relapsed/Refractory Multiple Myeloma
312715,Establishment And Characterization Of Two Er+/Her2- Xpdx Models Developed Sequentially Before And After Acquired Resistance To The Cdk4/6 Inhibitor Palbociclib From A Patient With Metastatic Breast Cancer,Tumor Cell And Molecular Biology: Drug Resistance,Metastatic Breast Cancer,True,ER-Positive HER2-Negative Metastatic Breast Cancer,0.95,5,50,3,0.55,True,False,,,No comparison,ER-Positive HER2-Negative Metastatic Breast Cancer
198028,Exposure to Prenatal Stress Induces Sex-Specific Vulnerability to Psychopathologic Domains in Adolescent Rats,Poster Session I (In-Person),,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
329101,Free from Maintenance Drug Therapy in Multiple Myeloma (The FREEDMM Trial): A Pilot Study of Minimal Residual Disease (MRD)-Driven Discontinuation of Maintenance,Myeloma and Plasma Cell Dyscrasias: Prospective Therapeutic Trials: Poster II,Multiple Myeloma,True,Multiple Myeloma,0.95,2,16,1,0.2,False,False,,,No comparison,Multiple Myeloma
312718,Efficacy And Safety Of Pyrotinib-Based Therapy In The Treatment Of Her2-Positive Breast Cancer Patients With Brain Metastases:A Multi-Center Real-World Study,Treatment - Types And Sites Of Breast Cancer: Brain Metastases,Brain Metastasis;;Her2-Positive Breast Cancer,True,HER2-Positive Breast Cancer;;Brain Metastasis,0.95,4,45,2,0.4,False,False,,,No comparison,HER2-Positive Breast Cancer;;Brain Metastasis
148877,Analysis Of Delay In The Diagnosis Of Multiple Myeloma In A Sanitary Region Of Southern Spain.,Myeloma And Other Monoclonal Gammopathies - Clinical,Multiple Myeloma,True,Multiple Myeloma,0.95,2,16,1,0.2,False,False,,,No comparison,Multiple Myeloma
312723,"A Randomized Phase Ii Trial Targeting Disseminated Dormant Tumor Cells With Hydroxychloroquine, Everolimus Or The Combination To Prevent Recurrent Breast Cancer (""Clever"")",Treatment - Adjuvant Therapy: Adjuvant Therapy - Targeted,Recurrent Breast Cancer,True,Recurrent Breast Cancer,0.95,3,23,1,0.25,False,False,,,No comparison,Recurrent Breast Cancer
181651,"Validation of New International Prognostic Scores, Including Baseline Peripheral Blood Variables, in Patients with Diffuse Large B-Cell Lymphoma and HIV Infection Treated with R-CHOP and Combined Antiretroviral Therapy. Retrospective Study from Spanish Lymphoma Group Geltamo",Aggressive Lymphomas: Clinical and Epidemiological: Poster II,Diffuse Large B-Cell Lymphoma;;Human Immunodeficiency Virus Infection,True,Diffuse Large B-Cell Lymphoma;;HIV Infection,0.95,5,44,1,0.35,True,False,,,No comparison,Diffuse Large B-Cell Lymphoma;;HIV Infection
329119,Analysis of Transplant-Eligible Patients (Pts) Who Received Frontline Daratumumab (DARA)-Based Quadruplet Therapy for the Treatment of Newly Diagnosed Multiple Myeloma (NDMM) with High-Risk Cytogenetic Abnormalities (HRCA) in the Griffin and Master Studies,Myeloma and Plasma Cell Dyscrasias: Prospective Therapeutic Trials: Poster III,Newly Diagnosed Multiple Myeloma,True,Newly Diagnosed High-Risk Multiple Myeloma,0.95,5,42,2,0.45,False,False,,,No comparison,Newly Diagnosed High-Risk Multiple Myeloma
279967,How will we treat high-risk multiple myeloma in the future?,Janssen: Immunotherapy: evolution or revolution in the cure of multiple myeloma,High-Risk Multiple Myeloma,True,High-Risk Multiple Myeloma,0.95,3,26,1,0.25,False,False,,,No comparison,High-Risk Multiple Myeloma
263586,"International, Prospective Study Comparing Nilotinib Versus Imatinib With Early Switch To Nilotinib To Obtain Sustained Treatment-Free Remission In Patients With With Chronic Myeloid Leukemia",Treatment and monitoring in CML,Chronic Myeloid Leukemia,True,Chronic Myeloid Leukemia,0.95,3,24,2,0.35,False,False,,,No comparison,Chronic Myeloid Leukemia
148899,"A Phase 1 Study Of Tp-3654, An Oral Pim Kinase Inhibitor, In Patients With Intermediate-2 Or High-Risk Primary Or Secondary Myelofibrosis",Myeloproliferative Neoplasms - Clinical,Intermediate-Risk High-Risk Primary Myelofibrosis;;Intermediate-Risk High-Risk Secondary Myelofibrosis,True,High-Risk Primary Myelofibrosis;;High-Risk Secondary Myelofibrosis;;Intermediate-2 Primary Myelofibrosis;;Intermediate-2 Secondary Myelofibrosis,0.95,9,144,0,0.45,False,False,,,No comparison,High-Risk Primary Myelofibrosis;;High-Risk Secondary Myelofibrosis;;Intermediate-2 Primary Myelofibrosis;;Intermediate-2 Secondary Myelofibrosis
378277,Clinical trials in pediatric leukemia,Pediatric acute myeloid leukemia (AML),Pediatric Leukemia,True,Pediatric Acute Myeloid Leukemia,0.95,4,32,2,0.4,False,False,,,No comparison,Pediatric Acute Myeloid Leukemia
394663,Quality Of Life (Qol) Of Patients (Pts) With Advanced Malignant Pleural Mesothelioma (Ampm) Treated In A Real-World Setting,"Thoracic Malignancies, Other",Advanced Malignant Pleural Mesothelioma,True,Advanced Malignant Pleural Mesothelioma,0.95,4,39,1,0.3,False,False,,,No comparison,Advanced Malignant Pleural Mesothelioma
411051,Implications of the Acute and Chronic GFR Slopes for Time-to-Event End Points in Clinical Trials of CKD,"CKD Progression and Complications: Diagnosis, Prognosis, Risk Factors",Chronic Kidney Disease,True,Chronic Kidney Disease,0.95,3,22,2,0.35,False,False,,,No comparison,Chronic Kidney Disease
378288,Gene therapy in practise,What is hot in hemophilia?,Hemophilia,True,Hemophilia,0.95,1,10,0,0.05,False,False,,,No comparison,Hemophilia
198070,Systemic Inflammation Response Index (SIRI) May Predict Treatment Response in Treatment-Resistant Bipolar Depression (TRBDD),Poster Session I (In-Person),Treatment-Resistant Bipolar Depression,True,Treatment-Resistant Bipolar Depression,0.95,3,38,2,0.35,False,False,,,No comparison,Treatment-Resistant Bipolar Depression
329150,Multicenter Open Label Phase 3 Study of Isatuximab Plus Lenalidomide and Dexamethasone with/without Bortezomib in the Treatment of Newly Diagnosed Non-Frail Transplant Ineligible Multiple Myeloma Elderly Patients (>= 65; < 80 Years). IFM2020-05/Benefit,Myeloma and Plasma Cell Dyscrasias: Prospective Therapeutic Trials: Poster I,Elderly Newly Diagnosed Non-Frail Multiple Myeloma,True,Elderly Newly Diagnosed Multiple Myeloma,0.95,5,40,2,0.45,False,False,,,No comparison,Elderly Newly Diagnosed Multiple Myeloma
