abstract_id,session_title,abstract_title
719764,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Predictive value of microsatellite instability/mismatch repair deficiency phenotype in upper tract urothelial carcinoma: A systematic review and meta-analysis.
719765,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Circulating tumor DNA kinetics as a biomarker of response to enfortumab-pembrolizumab in advanced urothelial carcinoma.
719766,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Front-line (1L) treatment and recurrence patterns among patients with high-risk nonâ€“muscle-invasive bladder cancer (HR-NMIBC) with papillary carcinoma (PAP) or carcinoma in situ (CIS) following bacillus Calmette-GuÃ©rin (BCG) or other intravesical therapies (IVT).
719767,Poster Session B: Prostate Cancer and Urothelial Carcinoma,"Quality of care (QoC) measures among patients with recurrent, papillary-only bacillus Calmette-GuÃ©rin (BCG)-experienced high-risk non-muscle invasive bladder cancer (HR-NMIBC)."
719768,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Impact of prior immune checkpoint inhibitor (ICI) and interval from ICI exposure on outcomes with enfortumab vedotin and pembrolizumab (EVP) in advanced urothelial carcinoma (aUC).
719769,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Real-world effectiveness and safety of enfortumab vedotin plus pembrolizumab versus gemcitabine-platinum chemotherapy in first-line treatment of advanced urothelial carcinoma: A propensity-matched analysis from the TriNetX global network.
719770,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Real world outcomes comparing the use of GLP-1 agonists in patients with bladder cancer and comorbid obesity: A propensity score matched analysis from the Global Federated Health Research Network.
719771,Poster Session B: Prostate Cancer and Urothelial Carcinoma,OncoEducate: A pilot study of generative AI to support patient education in GU cancer care.
719772,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Real-world time to next treatment in metastatic urothelial cancer patients: Enfortumab vedotin and pembrolizumab vs chemotherapy as first-line treatment.
719773,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Integrating pharmacists into uro-oncology care: Evaluation of patient satisfaction and well-being.
719774,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Incidence of immune-related adverse events (irAEs) and treatment discontinuation rates (TDR) in the adjuvant and metastatic setting in patients with urological malignancies: A systemic review and meta-analysis.
719775,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Correlation of adverse events (AEs) and clinical outcomes in first-line enfortumab vedotinâ€“pembrolizumab (EVP) treatment for locally advanced or metastatic urothelial cancer (La/mUC).
719776,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Bridging trial and practice: Real-world data of adjuvant nivolumab in high-risk muscle-invasive urothelial carcinoma.
719777,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Acute and chronic GU/GI toxicity after conventional versus hypofractionated radiotherapy (HFRT) with concurrent chemotherapy for muscle-invasive bladder cancer: A multi-institutional analysis by CURE-BC - Consortium for Urothelial Radiation Excellence â€“ Bladder Cancer.
719778,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Wearable device substudy of DISCUS: A randomised study comparing 3 vs 6 cycles of chemotherapy and sequenced avelumab in urothelial cancer.
719779,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Evaluation of quality of life endpoint planning and reporting in phase III genitourinary oncology randomized controlled trials.
719780,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Patient experiences with UGN-102 for recurrent low-grade intermediate-risk non-muscle invasive bladder cancer (LG-IR-NMIBC): Insights for shared decision making.
719781,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Implementation of patient reported outcomes as nonmuscle-invasive bladder cancer clinical trial endpoints.
719782,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Preoperative muscle quantity to predict acute kidney injury after radical cystectomy: A multicenter retrospective study.
719783,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Clinical outcomes of metastatic urothelial carcinoma patients discontinuing enfortumab vedotin due to toxicity and/or clinical response.
719784,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Aligning goals of care at the time of treatment planning with the ABC123 framework: A pilot study.
719785,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Longitudinal assessment of patient-reported quality of life and mental health during active surveillance for low-grade NMIBC.
719786,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Characterizing frailty and its drivers in bladder cancer using machine learning-derived vulnerability and resource phenotypes.
719787,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Acute kidney injury to predict cardiovascular outcomes following radical cystectomy: A multicenter retrospective study.
719788,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Adjuvant vs switch-maintenance checkpoint inhibition in urothelial carcinoma: A systematic review and meta-analysis of randomized trials through July 2025.
719789,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Trastuzumab deruxtecan (T-DXd) in pretreated patients (pts) with HER2-expressing bladder cancer: Final results from the bladder cancer cohort in Part 1 of DESTINY-PanTumor02 (DP-02).
719790,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Impact of FGFR3 alterations on first-line platinum based chemotherapy in patients with metastatic or locally advanced urothelial carcinoma: The retrospective IFUCA study.
719791,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Comparative outcomes of chemoradiotherapy regimens in muscle-invasive bladder cancer: A retrospective cohort study.
719792,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Does urinary diversion type influence long-term renal outcomes after radical cystectomy? A multicenter retrospective study.
719793,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Response to primary chemoablation with UGN-102 in different EOTRC risk groups.
719794,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Avelumab (Ave) in combination with other anticancer agents as first-line maintenance (1LM) treatment for advanced urothelial carcinoma (aUC): Primary analysis from the JAVELIN Bladder Medley phase 2 trial.
719795,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Comparative treatment burden of BCG versus sequential gemcitabine and docetaxel for non-muscle-invasive bladder cancer: A time toxicity analysis.
719796,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Effects of steroid pretreatment on adverse events and overall survival during enfortumab vedotin in urothelial carcinoma.
719797,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Trimodal therapy versus radical cystectomy in muscle-invasive bladder cancer: The overlooked influence of informative censoringâ€”A systematic review and meta-analysis.
719798,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Clinical outcomes in patients with locally advanced or metastatic urothelial cancer (la/mUC) in France treated with avelumab first-line maintenance (1LM): A real-world observational study using the French National Healthcare Database (SystÃ¨me National des DonnÃ©es de SantÃ© [SNDS]).
719799,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Cystectomy-free survival following cretostimogene grenadenorepvec in high-risk BCG-unresponsive non-muscle invasive bladder cancer with carcinoma in situ: Results from the phase 3 BOND-003 trial (Cohort C).
719800,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Enfortumab vedotin (EV) related cutaneous toxicity to predict metabolic response on fluorodeoxyglucose (FDG)-positron emission tomography (PET) scan in advanced urothelial carcinoma (aUC): A single-center experience.
719801,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Clinical outcomes of neoadjuvant chemotherapyâ€“guided bladder preservation in muscle-invasive bladder cancer: Long-term results of a phase II trial.
719802,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Sacituzumab tirumotecan (Sac-TMT) plus pembrolizumab (Pembro) in participants (Pts) with advanced urothelial carcinoma (UC): Results from phase 2 2870-002/SKB264-II-06 study.
719803,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Outcomes in participants (pts) with bacillus Calmette-GuÃ©rin (BCG)â€“unresponsive high-risk nonâ€“muscle-invasive bladder cancer (NMIBC) who underwent radical cystectomy (RC) after pembrolizumab (pembro): KEYNOTE-057 cohort A post hoc analysis.
719804,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Neoadjuvant (Neoadj) gemcitabine intravesical system (Gem-iDRS) plus cetrelimab (CET) or CET alone in patients (pts) with muscle-invasive bladder cancer (MIBC) ineligible for/refusing neoadj cisplatin-based chemotherapy (NAC): Updated perioperative outcomes from SunRISe-4.
719805,Poster Session B: Prostate Cancer and Urothelial Carcinoma,"A provocative analysis of first-line strategies in advanced urothelial carcinoma: Reconstructed individual patient data comparisons of EVâ€“pembrolizumab, avelumab maintenance, and nivolumabâ€“cisplatinâ€“gemcitabine from their pivotal phase 3 trials."
719806,Poster Session B: Prostate Cancer and Urothelial Carcinoma,A phase II clinical trial of neoadjuvant sasanlimab and stereotactic body radiation therapy as an in situ vaccine for cisplatin-ineligible muscle invasive bladder cancer: The RAD VACCINE MIBC clinical trial.
719807,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Treatment of recurrent non-muscle invasive bladder cancer with UGN-301 (zalifrelimab) alone and in combination: A phase 1 dose escalation study.
719808,Poster Session B: Prostate Cancer and Urothelial Carcinoma,ADVANCED-2: Interim efficacy and safety data in BCG-unresponsive participants with high-grade non-muscle invasive bladder cancer.
719809,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Clinical outcomes of pembrolizumab and enfortumab vedotin in variant histology urothelial carcinoma.
719810,Poster Session B: Prostate Cancer and Urothelial Carcinoma,"Topline results from BOND-003 cohort P: A multi-national, single-arm study of intravesical cretostimogene grenadenorepvec for treatment of high-risk, papillary only, BCG-unresponsive non-muscle invasive bladder cancer."
719811,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Characterization of patients (pts) responding to enfortumab vedotin plus pembrolizumab (EV+P): Exploratory analysis from the phase 3 EV-302 trial of EV+P vs chemotherapy (chemo) in previously untreated locally advanced or metastatic urothelial carcinoma (la/mUC).
719812,Poster Session B: Prostate Cancer and Urothelial Carcinoma,ECOG ACRIN EA8192 cohort C: A phase II trial of neoadjuvant gemcitabine/durvalumab in patients (pts) with high grade (HG) upper tract urothelial carcinoma (UTUC) ineligible for cisplatin-based chemotherapy.
719813,Poster Session B: Prostate Cancer and Urothelial Carcinoma,First results from CORE-008 cohort A: Phase 2 study of intravesical cretostimogene grenadenorepvec in patients with high-risk BCG-naÃ¯ve non-muscle invasive bladder cancer.
719814,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Nivolumab and ipilimumab maintenance therapy for advanced or metastatic urothelial carcinoma: Final results from SOGUG-VEXILLUM trial.
719815,Poster Session B: Prostate Cancer and Urothelial Carcinoma,"Intravesical T3011, an IL-12/anti-PD-1 armed oncolytic HSV-1, in BCG-naÃ¯ve high-risk NMIBC: A phase IIa trial."
719816,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Clinical outcomes with immune checkpoint inhibitor and/or enfortumab vedotin in patients with MTAP-deleted metastatic urothelial carcinoma.
719817,Poster Session B: Prostate Cancer and Urothelial Carcinoma,"Neoadjuvant tislelizumab in combination with disitamab vedotin (RC48) followed by distal ureterectomy for patients with HER-2 expressing lower segment ureteral carcinoma (LSUC): A single-arm, phase II, single-center study."
719818,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Neoadjuvant treatment with disitamab vedotin plus perioperative toripalimab in patients with HER2-expressing muscle-invasive bladder cancer (MIBC) in the phase II RC48-C017 trial: Updated results.
719819,Poster Session B: Prostate Cancer and Urothelial Carcinoma,A multicenter phase II study of first-line modified FOLFIRINOX in patients with advanced urachal cancer (ULTIMA; KCSG GU20-03).
719820,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Fixed low-dose nab-paclitaxel with tislelizumab in non-metastatic bladder cancer: A post-hoc analysis of dose expose in TRUCE-01 and TRUCE-02 trials.
719821,Poster Session B: Prostate Cancer and Urothelial Carcinoma,The impact of neoadjuvant chemotherapy relative dose intensity on pathological complete response and survival in muscle-invasive urothelial cancer: A multicentric retrospective study.
719822,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Association of renal function in non-hydronephrotic patients receiving PD-1 ICIs for bladder cancer with treatment response.
719823,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Concurrent use of angiotensin-converting enzyme inhibitors (ACEi) or angiotensin receptor blockers (ARB) in patients (pts) with advanced urothelial carcinoma (UC) receiving enfortumab vedotin (EV) plus pembrolizumab (P) therapy.
719824,Poster Session B: Prostate Cancer and Urothelial Carcinoma,"Neoadjuvant sacituzumab govitecan (SG) plus pembrolizumab (Pembro), followed by response-adapted bladder sparing and adjuvant pembro, in patients with muscle-invasive bladder cancer (MIBC): SURE-02 primary analysis and biomarker results."
719825,Poster Session B: Prostate Cancer and Urothelial Carcinoma,ETCTN 10483: Phase Ib trial of erdafitinib (E) combined with enfortumab vedotin (EV) following prior therapies for metastatic urothelial carcinoma (mUC) with FGFR3/2 genetic alterations (GAs).
719826,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Clinical outcomes of neoadjuvant intravesical mitomycin-C therapy administered immediately prior to TURBT in NMIBC: Over three years of follow-up data from a randomized phase II trial.
719827,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Phase 1/2 study of an anti-PD-L1/IL-15 variant fusion protein (SIM0237) in BCG-unresponsive high-risk non-muscle-invasive bladder cancer (NMIBC).
719828,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Interim safety and tolerability of TARA-002 in patients with BCG-naÃ¯ve and unresponsive high-grade non-muscle invasive bladder cancer in ADVANCED-2.
719829,Poster Session B: Prostate Cancer and Urothelial Carcinoma,The efficacy and safety of disitamab vedotin plus immunotherapy in locally advanced or metastatic urothelial carcinoma: A systematic review and meta-analysis.
719830,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Safety and efficacy of platinum-based neoadjuvant chemotherapy with gemcitabine at 800 mg/m2 vs. 1000 mg/m2 in muscle-invasive bladder cancer: A multicenter retrospective study.
719831,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Neoadjuvant combined chemotherapy and immunotherapy for upper tract urothelial carcinoma: Final results from a phase II study.
719832,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Effect of maximal transurethral resection before neoadjuvant chemotherapy on pathological response and survival in patients undergoing radical cystectomy for muscle-invasive bladder cancer: A multicenter retrospective study.
719833,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Efficacy and safety of disitamab vedotin combined with intravesical electromotive mitomycin-C in patients with HER2-expressing high-risk nonâ€“muscle-invasive bladder cancer: A phase II study.
719834,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Effect of censorship in the interpretation of outcomes of the enfortumab vedotin plus pembrolizumab EV-302 phase 3 randomized clinical trial.
719835,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Real-world comparative outcomes of enfortumab vedotin plus pembrolizumab versus platinum-based chemotherapy in metastatic urothelial carcinoma.
719836,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Three-year median follow-up update of BGB-A317-2002-IIT: A phase 2 study of neoadjuvant tislelizumab plus gemcitabine and cisplatin in patients with cT2â€“T4aN0M0 muscle-invasive bladder cancer.
719837,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Preliminary results from phase II enfortumab vedotin plus toripalimab compared to gemcitabine-cisplatin as neoadjuvant therapy for patients with muscle-invasive bladder cancer (MIBC).
719838,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Optimizing docetaxel bladder penetration following gemcitabine pretreatment: An analysis of concentration and timing protocols.
719839,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Perioperative enfortumab vedotin plus pembrolizumab versus neoadjuvant pembrolizumab in cisplatin-ineligible patients with muscle-invasive bladder cancer (MIBC): An IPD-based comparative analysis of KEYNOTE-905/EV-303 and PURE-01.
719840,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Effect of HER2 IHC on enfortumab vedotin (EV) or EV+pembrolizumab (EVP) benefit in metastatic urothelial carcinoma.
719841,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Drug-releasing intravesical floating technology (DRIFT) for administration of sequential gemcitabine and docetaxel in non-muscle-invasive bladder cancer.
719842,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Genomic landscape of metastatic urothelial cancer in a multicenter Argentine cohort.
719843,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Transcriptomic deep learning approach for predicting chemotherapy response to cisplatin and gemcitabine in urothelial carcinoma.
719844,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Investigation of the natural killer (NK) cell axis in decoy-resistant IL18 treatment in bladder cancer (BCa).
719845,Poster Session B: Prostate Cancer and Urothelial Carcinoma,"EGFR, HER2 alterations in advanced urothelial carcinoma (aUC): A retrospective analysis on survival outcomes."
719846,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Comprehensive plasma metabolomic profiling of metastatic urothelial carcinoma (mUC) pre- and post-immune checkpoint inhibitor (ICI) or platinum-based chemotherapy (PBC).
719847,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Impact of HER2 expression and ERBB2 alterations on clinical outcomes in patients treated with enfortumab vedotin and pembrolizumab (EVP): UNITE study analysis.
719848,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Effect of programmed cell death protein ligand 1 nuclear translocation mediated by Enolase on urothelial carcinoma immune evasion.
719849,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Association of HER2 and NECTIN4 expression with clinical outcomes in patients (pts) with advanced urothelial carcinoma (aUC) treated with enfortumab vedotin +/- pembrolizumab (EVP).
719850,Poster Session B: Prostate Cancer and Urothelial Carcinoma,"Inhibiting Î±2,6-sialylation and its association with nectin-4 stability and macropinocytic uptake in bladder cancer."
719851,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Early peripheral blood neutrophil/lymphocyte ratio (NLR) dynamics to predict primary refractory disease in metastatic urothelial carcinoma (mUC) patients receiving PD1/L1 inhibitors.
719852,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Clinical utility of circulating tumor DNA profiling in patients with metastatic urothelial carcinoma treated with enfortumab vedotin.
719853,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Validation of a computational histology artificial intelligence (CHAI) prognostic biomarker in muscle invasive bladder cancer.
719854,Poster Session B: Prostate Cancer and Urothelial Carcinoma,ERBB3-altered clinically advanced urothelial bladder cancer: Genomic landscape study and therapeutic possibilities.
719855,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Integrating genomic profiling and circulating tumor DNA monitoring to optimize surveillance strategies in muscle-invasive bladder cancer.
719856,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Membranous and cytoplasmic Nectin4 expression and outcomes with enfortumab vedotin plus pembrolizumab in metastatic urothelial carcinoma.
719857,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Predictive value of early circulating tumor DNA (ctDNA) response in advanced urothelial carcinoma (aUC) treated with enfortumab vedotin plus pembrolizumab (EVP).
719858,Poster Session B: Prostate Cancer and Urothelial Carcinoma,HER2 expression and genomic alterations in plasmacytoid urothelial carcinoma: Results from a large real-world institutional cohort.
719859,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Prognostic and predictive impact of HER-2 expression in metastatic urothelial carcinoma: Results from the single-centre BLADDHER study.
719860,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Clinical and genomic correlates of brain metastases in small cell carcinoma of the bladder.
719861,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Low-coverage whole-genome sequencing of urinary tumor DNA to characterize genomic correlates of lymphovascular invasion in bladder cancer.
719862,Poster Session B: Prostate Cancer and Urothelial Carcinoma,"Sasanlimab plus bacillus Calmette-GuÃ©rin in BCG-naive, high-risk nonâ€“muscle-invasive bladder cancer (NMIBC): Exploratory biomarker analysis of the phase 3 CREST trial."
719863,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Germline DNA repair gene (gDRG) variants in BCG un-responsive patients: A potential genetic implication for risk stratification and target therapy.
719864,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Effect of tumor methionine metabolism via MAT2A on CD8âº T-cell exhaustion through SAM-CHOP axis in bladder cancer.
719865,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Proliferation- and immune-informed fusion of multiscale image features for bladder cancer prognosis.
719866,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Mechanistic insights into bacillus Calmette-GuÃ©rin (BCG) sensitivity in non-muscle invasive bladder cancer (NMIBC) with ERCC2 alterations.
719867,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Dissecting the tumor microenvironment of advanced urothelial carcinoma pre and post enfortumab vedotin Â± pembrolizumab: A single-cell spatial transcriptomic analysis.
719868,Poster Session B: Prostate Cancer and Urothelial Carcinoma,ctDNA monitoring of FGFR3-altered metastatic urothelial cancer treated with dabogratinib (formerly TYRA-300) in the SURF301 trial.
719869,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Impact of tumor mutational burden on clinical outcomes in muscle-invasive bladder cancer patients treated with neoadjuvant chemotherapy.
719870,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Toripalimab in patients with previously treated advanced upper tract urothelial carcinoma: A subgroup analysis of the phase II POLARIS-03 trial.
719871,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Detecting MTAP loss in liquid biopsies from patients (pts) with clinically advanced urothelial bladder cancer (CAUBC).
719872,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Metaproteomics based subtypes in muscle invasive bladder carcinoma and association with survival.
719873,Poster Session B: Prostate Cancer and Urothelial Carcinoma,"Prospective, blinded validation of a urinary cfDNA methylation assay in bladder cancer."
719874,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Integrating circulating tumor DNA (ctDNA) and TP53 alteration variant allele frequency (VAF) to predict outcomes in advanced urothelial carcinoma (aUC) treated with enfortumab vedotin (EV).
719875,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Effect of loss of KDM6A-mediated genomic instability and metabolic reprogramming on response to therapeutic perturbations in bladder cancer.
719876,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Ultra-sensitive molecular residual disease detection via tumor-informed whole-genome sequencing-based ctDNA assay in resectable urothelial cancer in the MONSTAR-SCREEN-3 project.
719877,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Immune senescence and antigen presentation defects in BCG-unresponsive bladder cancer.
719878,Poster Session B: Prostate Cancer and Urothelial Carcinoma,ADC target signatures in urothelial carcinoma: A transcriptomic framework for precision therapy.
719879,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Circulating tumor cell detection and prognostic relevance in patients with metastatic genitourinary cancers.
719880,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Toward noninvasive genomic profiling in muscle-invasive bladder cancer using quantitative CT texture analysis.
719881,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Clinical utility of a urinary DNA methylation biomarker test in the diagnosis and surveillance of upper tract urothelial carcinoma: Results from a prospective trial.
719882,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Homologous recombination repair gene alterations and outcomes with enfortumab vedotin plus pembrolizumab in metastatic urothelial carcinoma.
719883,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Multidimensional profiling of clinical trial cohorts and the characterization of radiotherapy/immunotherapy response biology in localised and metastatic muscle-invasive bladder cancer.
719884,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Next-generation sequencing of bladder and upper tract micropapillary variant urothelial carcinoma patients and associated clinical outcomes.
719885,Poster Session B: Prostate Cancer and Urothelial Carcinoma,"Association of ctDNA status with upstaging, pathologic outcomes, and genomic alterations in high-risk NMIBC."
719886,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Biomarker analysis of neoadjuvant atezolizumab in upper-tract urothelial carcinoma: Results from the ABACUS-2 trial.
719887,Poster Session B: Prostate Cancer and Urothelial Carcinoma,HER2 and Nectin-4 IHC expression and clinical outcomes with enfortumab vedotin plus pembrolizumab in metastatic urothelial carcinoma.
719888,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Detecting FGFR3 genomic alterations in liquid biopsies from patients with clinically advanced urothelial bladder cancer.
719889,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Tumor mutational burden to predict overall survival independent of TP53 status in TCGA bladder cancer cohort.
719890,Poster Session B: Prostate Cancer and Urothelial Carcinoma,The overlooked culprit: Tumor size in muscle-invasive bladder cancer.
719891,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Prognostic utility of tumor mutational burden in older adults (â‰¥75 years) with bladder cancer: A TCGA geriatric oncology analysis.
719892,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Duplex-Seq derived urinary cell-free DNA of Lynch syndrome patients with upper tract urothelial carcinoma.
719893,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Ferroptosis suppression and its association with chemoradiotherapy resistance in muscle-invasive bladder cancer.
719894,Poster Session B: Prostate Cancer and Urothelial Carcinoma,A composite biomarker approach to withhold neoadjuvant chemotherapy in select muscle-invasive bladder cancer patients.
719895,Poster Session B: Prostate Cancer and Urothelial Carcinoma,The molecular mechanism of lymph node metastasis driven by B lymphocyte FOXO1 palmitoylation induced by ACSL5 deficiency in bladder cancer cells.
719896,Poster Session B: Prostate Cancer and Urothelial Carcinoma,A binary dual-stain immunohistochemistry classifier to predict pathologic downstaging after neoadjuvant chemotherapy in muscle-invasive bladder cancer.
719897,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Liquid biopsy-based detection of MTAP gene loss in non-muscle invasive bladder cancer.
719898,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Comprehensive multi-layered omics analysis of the UBC landscape for precision medicine and its clinical implications: From deciphering distinct molecular heterogeneity to guiding treatment decision-making and developing tailored therapeutic strategies.
719899,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Circulating tumor DNA analysis from the prospective pT0 study of systematic endoscopic evaluation in patients undergoing radical cystectomy for bladder cancer.
719900,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Blood- and urine-based ctDNA profiling and monitoring in bladder carcinoma in situ.
719901,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Real-world urinary detection of FGFR alterations to guide FGFR inhibitor therapy in bladder cancer.
719902,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Blood and urine liquid biopsy for molecular monitoring in HER2-positive muscle-invasive bladder cancer under bladder-preserving therapy.
719903,Poster Session B: Prostate Cancer and Urothelial Carcinoma,"Hemoglobin, albumin, lymphocyte, and platelet (HALP) score as a prognostic indicator in patients with bladder cancer undergoing radical cystectomy."
719904,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Homologous recombination deficiency signature (HRDsig) in adenocarcinoma of the bladder (ACB): Implications for PARP inhibitor (PARPi) treatment.
719905,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Association of non-luminal subtype with overall survival in high-risk non-muscle invasive bladder cancer patients: Biomarker results from the Bladder Cancer Prognosis Programme.
719906,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Association between non-luminal molecular subtypes and complete response rates after neoadjuvant chemo-immune therapy for muscle-invasive bladder cancer: Biomarker analyses of NURE-combo and BLASST-01 phase 2 clinical trials.
719907,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Membranous Nectin-4 expression to predict enfortumab vedotin response in metastatic urothelial carcinoma.
719908,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Liquid biopsy guided disitamab vedotin combined with toripalimab and radiotherapy for multimodal organ-sparing treatment of muscle invasive bladder cancer (DECIDING-I study).
719909,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Bladder cancer innervation: Does it affect prognosis?
719910,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Examining the impact of TGF-ÃŸ activity on fibroblast infiltration and immune exclusion in MIBC.
719911,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Development of a non-muscle invasive bladder cancer (NMIBC) genomic score (NGS) to predict early BCG failure.
719912,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Multi-omic remodeling of urine-exposed ileal mucosa after ileocystoplasty.
719913,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Preoperative CT radiomicsâ€“deep learning signature for lymphovascular invasion in bladder cancer: External validation and clinical utility.
