abstract_id,abstract_title,session_title,ground_truth,approach_1_success,approach_1_indication,approach_1_confidence,approach_1_word_count,approach_1_length,approach_1_clinical_terms,approach_1_complexity,approach_1_has_abbreviations,approach_1_has_parentheses,approach_1_error,inter_model_avg_similarity,inter_model_consensus,similarity_o3_vs_Gemini-2.5-pro,approach_1_indication_response
295362,State of the art first-line management of patients with advanced RCC,ESMO Colloquium Supported by Eisai Europe Ltd.: Optimising outcomes of patients with advanced renal cancer,Advanced Renal Cell Carcinoma,True,First-Line Advanced Renal Cell Carcinoma,0.98,5,40,2,0.45,False,False,,1.0,High,1.0,First-Line Advanced Renal Cell Carcinoma
295365,Q&A and discussion,ESMO Colloquium Supported by Eisai Europe Ltd.: Optimising outcomes of patients with advanced renal cancer,Advanced Renal Cancer,True,Advanced Renal Cancer,0.98,3,21,2,0.35,False,False,,0.72,High,0.72,Advanced Renal Cancer
377273,Preliminary Exploration On Lag-3 Expression Of Bone Marrow-Derived Macrophages In Severe Aplastic Anemia,Bone marrow failure syndromes incl. PNH - Biology & Translational Research,Severe Aplastic Anemia,True,Severe Aplastic Anemia,0.98,3,22,1,0.25,False,False,,1.0,High,1.0,Severe Aplastic Anemia
213447,Quality of Information in Spanish on BRCA and Genetic Testing in Prostate Cancer on YouTube,MP09: Prostate Cancer: Detection & Screening I,Prostate Cancer,True,BRCA-Mutated Prostate Cancer,0.95,3,28,1,0.25,True,False,,0.697674419,Moderate,0.697674419,BRCA-Mutated Prostate Cancer
295375,TNBC today: How can we increase survival for a very heterogenous and aggressive disease?,"Gilead and Kite Oncology - Redefining the Lines of TNBC, Real-world management: improving survival for patients with metastatic TNBC",Triple-Negative Breast Cancer,True,Metastatic Aggressive Triple-Negative Breast Cancer,0.95,5,51,2,0.45,False,False,,0.879120879,High,0.879120879,Metastatic Aggressive Triple-Negative Breast Cancer
344512,Ordered and selective patterns of cancer genome evolution revealed by lineage tracing of sporadic p53 loss,"New Insights into Cancer Initiation, Evolution, Therapy and Survivorship through Big Data Analysis",Cancer ,True,Sporadic Cancer with p53 Loss,0.9,5,29,1,0.35,False,False,,0.342857143,Low,0.342857143,Sporadic Cancer with p53 Loss
410042,Common Variants in Mendelian Disease Genes as Risk Factors for CKD,"APOL1, Nephrotic Syndrome, and HNF1B: Expanding Phenotypes and Mechanisms in Genetic Diseases",Chronic Kidney Disease,True,Chronic Kidney Disease Associated with Mendelian Gene Variants,0.9,8,62,2,0.6,False,False,,0.523809524,Moderate,0.523809524,Chronic Kidney Disease Associated with Mendelian Gene Variants
377287,"A Novel Approach Of Dual Metagenomics Next-Generation Sequencing For Early Diagnosis Of Blood Stream Infection In Hematologic Patients With Febrile Neutropenia: A Multicenter, Prospective Study",Infections and SCT complications,Febrile Neutropenia,True,Blood Stream Infection in Hematologic Patients with Febrile Neutropenia,0.98,9,71,1,0.55,False,False,,0.992907801,High,0.992907801,Blood Stream Infection in Hematologic Patients with Febrile Neutropenia
393665,First-Line Nivolumab Plus Ipilimumab In Advanced Melanoma Patients Previously Treated With Adjuvant Systemic Therapy.,Melanoma And Other Skin Tumours,Advanced Melanoma,True,First-Line Previously Treated Advanced Melanoma,0.85,5,47,2,0.45,False,False,,0.839285714,High,0.839285714,First-Line Previously Treated Advanced Melanoma
410094,Value of Urine Microscopy in Clinical Practice: Illustration by Cases,"Liquid ""Gold,"" Urinary Sediment Microscopy: Current Utility of an Old Tool",,True,,0.5,0,0,0,0.0,False,False,,0.0,Low,0.0,
147934,"Selection, Expansion, And New Pretreatment Of Human Natural Killer Cells With Anti-Cd38 Monoclonal Antibody For Efficient Treatment Of Multiple Myeloma.","Gene Therapy, Cellular Immunotherapy And Vaccination - Biology & Translational Research",Multiple Myeloma,True,Multiple Myeloma,1.0,2,16,1,0.2,False,False,,1.0,High,1.0,Multiple Myeloma
328177,Primary Cutaneous Gamma-Delta T-Cell Lymphoma (PCGDTCL) Descriptors and Clinicopathologic Determinants of Survival: Analysis of a Pooled Database,Hodgkin Lymphomas and T/NK cell Lymphomas: Clinical and Epidemiological: Poster I,Primary Cutaneous Gamma-Delta T-Cell Lymphoma,True,Primary Cutaneous Gamma-Delta T-Cell Lymphoma,1.0,5,45,1,0.35,False,False,,1.0,High,1.0,Primary Cutaneous Gamma-Delta T-Cell Lymphoma
295399,"Triple, double and monotherapy: what is the sequence for best outcomes?",Ipsen - Disrupting the landscape: the Plus One in RCC and NSCLC,Renal Cell Carcinoma;;Non-Small Cell Lung Cancer,True,Renal Cell Carcinoma;;Non-Small Cell Lung Cancer,0.95,6,48,2,0.5,False,False,,1.0,High,1.0,Renal Cell Carcinoma;;Non-Small Cell Lung Cancer
393710,Transforming Growth Factor-Beta-1 And Soluble Co-Inhibitory Immune Checkpoints As Putative Drivers Of Immune Suppression In Advanced Basal Cell Carcinoma,Melanoma And Other Skin Tumours,Advanced Basal Cell Carcinoma,True,Advanced Basal Cell Carcinoma,0.98,4,29,2,0.4,False,False,,1.0,High,1.0,Advanced Basal Cell Carcinoma
213478,A Technique to Prevent Stomal Stenosis in Reconstructive Urology,"MP11: Pediatric Urology: Neurogenic Bladder, Reconstruction & Urologic Emergencies",,True,Pediatric Stomal Stenosis,0.95,3,25,0,0.15,False,False,,0.75,High,0.75,Pediatric Stomal Stenosis
213480,Survival analysis among Utah residents with spina bifida born between 1950 and 2015,"MP11: Pediatric Urology: Neurogenic Bladder, Reconstruction & Urologic Emergencies",Spina Bifida,True,Pediatric Spina Bifida,0.95,3,22,0,0.15,False,False,,0.705882353,High,0.705882353,Pediatric Spina Bifida
262634,T Cell Response And Omicron Variant Neutralisation Following Vaccination Against Sars-Cov-2 In Patients With Chronic Myeloid Disorders,Myeloproliferative neoplasms - Biology & Translational Research,Chronic Myeloid Disorder,True,Chronic Myeloid Disorder,0.98,3,24,2,0.35,False,False,,0.979591837,High,0.979591837,Chronic Myeloid Disorder
295405,Therapeutic approaches in unresectable / advanced HCC,AstraZeneca - Immunotherapy: the evolving treatment landscape in hepatobiliary cancers,Unresectable/Advanced Hepatocellular Carcinoma,True,Unresectable Hepatocellular Carcinoma,0.98,3,37,1,0.25,False,False,,1.0,High,1.0,Unresectable Hepatocellular Carcinoma
262640,Peripheral Blood Cytotoxic T Cells Show Early Exhausted Features In Myelofibrosis Patients,Myeloproliferative neoplasms - Biology & Translational Research,Myelofibrosis ,True,Myelofibrosis,0.95,1,13,0,0.05,False,False,,1.0,High,1.0,Myelofibrosis
311791,Roundtable 04 - Career in Private Practice (Adult and Pediatric Rheumatology) III,Fellows-In-Training: Roundtables,,True,,0.99,0,0,0,0.0,False,False,,0.0,Low,0.0,
213477,Endoscopic Injection Of The Bladder Neck Using Dextranomer Hyaluronate (Dx/Ha) In The Pediatric Patient: Results Of A Single Center Analysis With Long Term Follow Up,"MP11: Pediatric Urology: Neurogenic Bladder, Reconstruction & Urologic Emergencies",Pediatric Neurogenic Bladder,True,Pediatric Neurogenic Bladder,0.95,3,28,0,0.15,False,False,,0.658823529,Moderate,0.658823529,Pediatric Neurogenic Bladder
311793,Roundtable 04 - Career in Private Practice (Adult and Pediatric Rheumatology) IV,Fellows-In-Training: Roundtables,Adult Pediatric Rheumatic Disease,True,,0.1,0,0,0,0.0,False,False,,0.0,Low,0.0,
213484,Short and Long Term Renal Outcomes in Clinically Matched Cohorts of Newborns with PUV Managed by Primary Vesicostomy Versus Primary Valve Ablation,"MP11: Pediatric Urology: Neurogenic Bladder, Reconstruction & Urologic Emergencies",Neonatal Posterior Urethral Valve,True,Neonatal Posterior Urethral Valves,0.98,4,34,0,0.2,False,False,,0.895522388,High,0.895522388,Neonatal Posterior Urethral Valves
180704,Assessment of the Clonal Dynamics of Acquired Mutations in Patients (Pts) with Relapsed/Refractory Chronic Lymphocytic Leukemia (R/R CLL) Treated in the Randomized Phase 3 Murano Trial Supports Venetoclax-Rituximab (VenR) Fixed-Duration Combination Treatment (Tx),Chronic Lymphocytic Leukemia: Clinical and Epidemiological: Poster I,Relapsed/Refractory Chronic Lymphocytic Leukemia,True,Relapsed/Refractory Chronic Lymphocytic Leukemia,0.98,4,48,4,0.6,False,False,,0.662068966,Moderate,0.662068966,Relapsed/Refractory Chronic Lymphocytic Leukemia
311808,Roundtable 08 - How to Establish a Career Niche IV,Fellows-In-Training: Roundtables,,True,,1.0,0,0,0,0.0,False,False,,0.0,Low,0.0,
262689,Responses To Avapritinib In Patients With Advanced Systemic Mastocytosis: Histopathologic Analyses From Explorer And Pathfinder Clinical Studies,Myeloproliferative neoplasms - Clinical,Advanced Systemic Mastocytosis,True,Advanced Systemic Mastocytosis,1.0,3,30,1,0.25,False,False,,1.0,High,1.0,Advanced Systemic Mastocytosis
295427,Metastatic non-small-cell lung cancer: Discussion / Q&A,ESMO Clinical Practice Guidelines session 2,Metastatic Non-Small-Cell Lung Cancer,True,Metastatic Non-Small-Cell Lung Cancer,1.0,4,37,1,0.3,False,False,,1.0,High,1.0,Metastatic Non-Small-Cell Lung Cancer
148009,Real-World Treatment Patterns And Outcomes Of 3455 Previously Untreated Mantle Cell Lymphoma Patients In Us Routine Clinical Practice,Indolent And Mantle-Cell Non-Hodgkin Lymphoma - Clinical,Previously Untreated Mantle Cell Lymphoma,True,Previously Untreated Mantle Cell Lymphoma,0.98,5,41,2,0.45,False,False,,1.0,High,1.0,Previously Untreated Mantle Cell Lymphoma
311815,Roundtable 10 - Early Career Niche in Pediatric Rheumatology: Amplified Pain Syndrome III,Fellows-In-Training: Roundtables,Pediatric Amplified Pain Syndrome III,True,Pediatric Amplified Pain Syndrome III,0.98,5,37,1,0.35,True,False,,0.942857143,High,0.942857143,Pediatric Amplified Pain Syndrome III
180787,Modified Delphi Method Identifies Consensus Areas for Routine Minimal Residual Disease Testing in Multiple Myeloma,Multiple Myeloma and Plasma cell Dyscrasias: Clinical and Epidemiological: Poster I,Multiple Myeloma,True,Multiple Myeloma,0.98,2,16,1,0.2,False,False,,1.0,High,1.0,Multiple Myeloma
295442,Invited Discussant LBA54 and 972O,"Proffered Paper session: NSCLC, metastatic",Metastatic Non-Small Cell Lung Cancer,True,Metastatic NSCLC,0.98,2,16,0,0.1,True,False,,0.566037736,Moderate,0.566037736,Metastatic NSCLC
262704,Low Serum Bdnf Levels Are Associated With Lower Platelets' Cd62P Reactivity And Increased Bleeding Tendency In Patients With Gaucher Disease,Platelet disorders,Gaucher Disease,True,Gaucher Disease With Increased Bleeding Tendency,0.9,6,48,1,0.4,False,False,,0.476190476,Moderate,0.476190476,Gaucher Disease With Increased Bleeding Tendency
393731,Evaluation Of The Transcriptomic Presence Of Tumor Associated Antigens (Taas) From Antibody Drug Conjugates (Adcs) And Pd-L1 In Melanoma: Options For New Clinical Opportunities,Melanoma And Other Skin Tumours,Melanoma,True,Melanoma,0.95,1,8,0,0.05,False,False,,1.0,High,1.0,Melanoma
262670,Higher Estimated Plasma Volume Status Is Associated With Increased Thrombotic Risk And Impaired Survival In Patients With Primary Myelofibrosis,Myeloproliferative neoplasms - Clinical,Primary Myelofibrosis,True,Primary Myelofibrosis,0.9,2,21,0,0.1,False,False,,1.0,High,1.0,Primary Myelofibrosis
148013,Prevalence Of Second Cancer During Long Term Follow-Up In Hairy Cell Leukemia Patients Treated With Cladribine: A Thirty-Year Experience,Indolent And Mantle-Cell Non-Hodgkin Lymphoma - Clinical,Hairy Cell Leukemia,True,Previously Treated Hairy Cell Leukemia,0.98,5,38,2,0.45,False,False,,0.763157895,High,0.763157895,Previously Treated Hairy Cell Leukemia
328231,"The Type II Glycoengineered Humanized Anti-CD20 Monoclonal Antibody MIL62 Combined with Orelabrutinib in Chinese Patients with Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma: Updated Results of a Multicenter, Phase I/IIa Trial",Aggressive Lymphomas: Prospective Therapeutic Trials: Poster III,Relapsed/Refractory B-Cell Non-Hodgkin Lymphoma,True,Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma,0.98,6,50,3,0.6,False,False,,0.648275862,Moderate,0.648275862,Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma
393754,"A Phase II Single-Arm Interventional Trial Evaluating The Activity And Safety Of Cabozantinib (Cbz) Plus Temozolomide (Tmz) In Lung And Gastroenteropancreatic Neuroendocrine Neoplasms (Gep-Nens) Progressed After Ssa Therapy, Everolimus, Sunitinib Or Prrt: Cabotem Trial",Neuroendocrine Tumours,Lung Neuroendocrine Neoplasm;;Gastroenteropancreatic Neuroendocrine Neoplasm ,True,Progressive Lung Neuroendocrine Neoplasms;; Progressive Gastroenteropancreatic Neuroendocrine Neoplasms,0.98,8,103,0,0.4,False,False,,0.841666667,High,0.841666667,Progressive Lung Neuroendocrine Neoplasms;; Progressive Gastroenteropancreatic Neuroendocrine Neoplasms
377385,Impacts On Outcomes And A Predictive Model Of Severe Thrombocytopenia In Patients With Chronic Phase Chronic Myeloid Leukemia Receiving Initial Nilotinib-Therapy,Chronic myeloid leukemia - Clinical,Severe Thrombocytopenia;;Chronic Phase Chronic Myeloid Leukemia,True,Newly Diagnosed Chronic-Phase Chronic Myeloid Leukemia,0.95,6,54,3,0.6,False,False,,0.706896552,High,0.706896552,Newly Diagnosed Chronic-Phase Chronic Myeloid Leukemia
377370,Subclonal And Clonal Variants In Tp53 And Kras Combined With Poor Treatment Response Identify A Subgroup Of Ultra-High-Risk Patients Of Pediatric T-Lymphoblastic Leukemia (T-All),Acute lymphoblastic leukemia - Biology & Translational Research,TP53-Mutated KRAS-Mutated Ultra High-Risk Pediatric T-Lymphoblastic Leukemia,True,Pediatric Ultra High-Risk T-Lymphoblastic Leukemia with TP53 and KRAS Variants,0.95,10,78,1,0.6,True,False,,0.78125,High,0.78125,Pediatric Ultra High-Risk T-Lymphoblastic Leukemia with TP53 and KRAS Variants
311878,Roundtable 24 - Salivary Lip Biopsies in Practice IV,Fellows-In-Training: Roundtables,,True,,0.95,0,0,0,0.0,False,False,,0.0,Low,0.0,
262728,Factors Associated With A Lymphoma Diagnosis Prior To Biopsy,"Quality of life, palliative care, ethics and health economics",Lymphoma,True,Lymphoma,0.98,1,8,1,0.15,False,False,,1.0,High,1.0,Lymphoma
410176,Earlier Intervention in Diabetic Kidney Disease Management Using the In Vitro Diagnostic Test PromarkerD Shows Economic Health Benefits over Current Standard of Care,Improving Clinical Outcomes in Diabetic Kidney Disease,Diabetic Kidney Disease,True,Diabetic Kidney Disease,1.0,3,23,1,0.25,False,False,,1.0,High,1.0,Diabetic Kidney Disease
377420,Expression Of The Long Non-Coding Rna Malat1 In Chronic Lymphocytic Leukemia,Chronic lymphocytic leukemia and related disorders - Biology & Translational Research,Chronic Lymphocytic Leukemia,True,Chronic Lymphocytic Leukemia,1.0,3,28,2,0.35,False,False,,1.0,High,1.0,Chronic Lymphocytic Leukemia
295477,5-hydroxymethycytosine analysis reveals stable epigenetic changes in tumor tissue that enable cfDNA cancer predictions,Mini Oral session: Basic science & translational research,,True,Cancer,0.9,1,6,1,0.15,False,False,,1.0,High,1.0,Cancer
229946,Low birth weight is associated with sperm DNA fragmentation and assisted reproductive technology outcomes in primary infertile men - results of a cross-sectional study,PD09: Infertility: Epidemiology & Evaluation I,,True,Primary Male Infertility,0.98,3,24,0,0.15,False,False,,1.0,High,1.0,Primary Male Infertility
180799,"Retrospective Comparison of the Efficacy and Safety of Lenalidomide, Bortezomib and Dexamethasone (RVD) 21-Day Schedule Vs. 28-Day Schedule in Patients with Newly Diagnosed Multiple Myeloma",Multiple Myeloma and Plasma cell Dyscrasias: Clinical and Epidemiological: Poster I,Newly Diagnosed Multiple Myeloma,True,Newly Diagnosed Multiple Myeloma,0.98,4,32,2,0.4,False,False,,1.0,High,1.0,Newly Diagnosed Multiple Myeloma
262717,Metabolic Abnormality And Glucocorticoid Receptor Modulation Of Myeloid-Derived Suppressor Cells In Immune Thrombocytopenia Patients And An Active Murine Model,Platelet disorders,Immune Thrombocytopenia,True,Immune Thrombocytopenia,0.95,2,23,0,0.1,False,False,,1.0,High,1.0,Immune Thrombocytopenia
180817,"Daratumumab, Bortezomib, Melphalan, and Prednisone Versus Bortezomib, Melphalan, and Prednisone in Transplant-Ineligible Patients with Newly Diagnosed Multiple Myeloma: Pooled Analysis of Octans and Alcyone",Myeloma and Plasma Cell Dyscrasias: Clinical-Prospective Therapeutic Trials: Poster I,Newly Diagnosed Multiple Myeloma,True,Newly Diagnosed Multiple Myeloma,1.0,4,32,2,0.4,False,False,,1.0,High,1.0,Newly Diagnosed Multiple Myeloma
262725,Economic Burden Of Transfusion-Dependent Beta-Thalassemia In The United States,"Quality of life, palliative care, ethics and health economics",Beta-Thalassemia,True,Transfusion-Dependent-Beta-Thalassemia,1.0,1,38,0,0.05,False,False,,1.0,High,1.0,Transfusion-Dependent-Beta-Thalassemia
344653,Identification of molecular biomarkers differentiating malignant uterine leiomyosarcoma from benign leiomyoma,Diagnostic and Prognostic Biomarkers 1,Malignant Uterine Leiomyosarcoma,True,Malignant Uterine Leiomyosarcoma;;Benign Leiomyoma,0.98,4,50,0,0.2,False,False,,1.0,High,1.0,Malignant Uterine Leiomyosarcoma;;Benign Leiomyoma
393814,Personalized Tumor-Informed Circulating Tumor Dna (Ctdna) Analysis For Molecular Residual Disease (Mrd) Detection In Resected Non-Small Cell Lung Cancer (Nsclc) With Common Driver Genes,"Nsclc, Early Stage",Resected Non-Small Cell Lung Cancer,True,Early Stage Resected Non-Small Cell Lung Cancer with Common Driver Genes,0.98,11,72,3,0.85,False,False,,0.654205607,Moderate,0.654205607,Early Stage Resected Non-Small Cell Lung Cancer with Common Driver Genes
328253,"Efficacy and Safety of Lenalidomide, Anti-PD-1 Antibody Combined with Orelabrutinib or Rituximab in the Treatment of Patients with Relapsed/Refractory Diffuse Large B-Cell Lymphoma",Aggressive Lymphomas: Prospective Therapeutic Trials: Poster I,Relapsed/Refractory Diffuse Large B-Cell Lymphoma,True,Relapsed/Refractory Diffuse Large B-Cell Lymphoma,0.98,5,49,3,0.55,False,False,,0.524064171,Moderate,0.524064171,Relapsed/Refractory Diffuse Large B-Cell Lymphoma
328274,Prognostic Factors and Outcomes of Adolescent and Adult Burkitt Lymphoma and Leukemiafrom a Low-Middle Income Country: An Experience from Hematology Cancer Consortium,Aggressive Lymphomas: Clinical and Epidemiological: Poster II,Adolescent Adult Burkitt Lymphoma;;Adolescent Adult Leukemia,True,Adolescent Burkitt Lymphoma;;Adolescent Leukemia;;Adult Burkitt Lymphoma;;Adult Leukemia,0.98,7,88,2,0.55,False,False,,0.712121212,High,0.712121212,Adolescent Burkitt Lymphoma;;Adolescent Leukemia;;Adult Burkitt Lymphoma;;Adult Leukemia
328247,Mosunetuzumab with Polatuzumab Vedotin Is Effective and Has a Manageable Safety Profile in Patients Aged <65 and >=65 Years with Relapsed/Refractory Diffuse Large B-Cell Lymphoma (R/R DLBCL) and >=1 Prior Therapy: Subgroup Analysis of a Phase Ib/II Study,Aggressive Lymphomas: Prospective Therapeutic Trials: Poster I,Elderly Relapsed/Refractory Diffuse Large B-Cell Lymphoma,True,Relapsed/Refractory Diffuse Large B-Cell Lymphoma,0.98,5,49,3,0.55,False,False,,0.924528302,High,0.924528302,Relapsed/Refractory Diffuse Large B-Cell Lymphoma
377438,Pharmacodynamic Activity Of Gen3014 (Hexabody-Cd38) In Patients With Multiple Myeloma Supports Enhanced Complement Dependent Cytotoxicity Of Gen3014 Compared To Daratumumab,Myeloma and other monoclonal gammopathies - Biology & Translational Research,Multiple Myeloma,True,Multiple Myeloma,1.0,2,16,1,0.2,False,False,,1.0,High,1.0,Multiple Myeloma
295539,Patient and Public Involvement in Cancer Research: The Needs and Perceptions of Older Adults Living with and After Cancer,Supportive care and symptom management,Older Adult Cancer,True,Older Adult Cancer,0.95,3,18,1,0.25,False,False,,1.0,High,1.0,Older Adult Cancer
164457,"Welcome and Why SOBPD Should Exist, Who We Are and Our Mission. Society Benefits, Annual meetings",Society for Benign Prostate Disease,Benign Prostatic Hyperplasia,True,Benign Prostate Disease,0.98,3,23,1,0.25,False,False,,1.0,High,1.0,Benign Prostate Disease
164460,The Advent of Directed Medical BPH Care-How Alpha Blockers were Developed,Society for Benign Prostate Disease,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,0.98,3,28,0,0.15,False,False,,1.0,High,1.0,Benign Prostatic Hyperplasia
180842,The Potential Roles of Mucosa-Associated Invariant T Cells in the Pathogenesis of Gut Graft-Versus-Host Disease after Hematopoietic Stem Cell Transplantation,Experimental Transplantation: Basic and Translational: Poster I,Graft-Versus-Host Disease,True,Gut Graft-Versus-Host Disease Following Hematopoietic Stem Cell Transplantation,0.98,8,79,1,0.5,False,False,,0.928104575,High,0.928104575,Gut Graft-Versus-Host Disease Following Hematopoietic Stem Cell Transplantation
393830,Real-World Outcomes In Stage I-Iii Resectable Non-Small Cell Lung Cancer (Nsclc): Thassos-Intl Study,"Nsclc, Early Stage",Stage I-III Resectable Non-Small Cell Lung Cancer,True,Resectable Stage 1-3 Non-Small Cell Lung Cancer,0.98,7,47,2,0.55,False,False,,1.0,High,1.0,Resectable Stage 1-3 Non-Small Cell Lung Cancer
344667,Detecting and intervening on rare pre-existing resistant subclones to BRAF/MEK inhibitors in metastatic melanoma,Diagnostic and Prognostic Biomarkers 1,Metastatic Melanoma,True,Metastatic Melanoma,0.95,2,19,0,0.1,False,False,,1.0,High,1.0,Metastatic Melanoma
311906,Q&A,Genetic Predisposition and the Balance Between Infection and Autoimmunity,,True,Genetic Predisposition to Infection and Autoimmunity,0.85,6,52,0,0.3,False,False,,0.666666667,Moderate,0.666666667,Genetic Predisposition to Infection and Autoimmunity
213605,Is Excretory Phase Computerized Tomography Important for Evaluation of High Grade Renal Trauma?: Results from the Traumatic Renal Injury Collaboration for Kids (TRICK),MP17: Pediatric Urology: Upper & Lower Urinary Tract,Traumatic Renal Injury,True,Childhood High Grade Renal Trauma,0.98,5,33,1,0.35,False,False,,1.0,High,1.0,Childhood High Grade Renal Trauma
393827,Predicting Pd-L1 Expression Using [18F]Fdg Pet/Ct In Early Stage Non-Small Cell Lung Cancer (Nsclc).,"Nsclc, Early Stage",Early Stage Non-Small Cell Lung Cancer,True,Early Stage Non-Small Cell Lung Cancer,0.98,6,38,3,0.6,False,False,,0.633333333,Moderate,0.633333333,Early Stage Non-Small Cell Lung Cancer
393832,Neoadjuvant Therapy With Anti-Pd-1/Pd-L1 Plus Platinum-Base Chemotherapy For Resectable Stage Ii-Iii Non-Small Cell Lung Cancer: A Systematic Review And Meta-Analysis Of Randomized Clinical Trials,"Nsclc, Early Stage",Resectable Stage II-III Non-Small Cell Lung Cancer,True,Resectable Stage II-III Non-Small Cell Lung Cancer,0.98,7,50,2,0.55,True,False,,0.927835052,High,0.927835052,Resectable Stage II-III Non-Small Cell Lung Cancer
213592,Are pre-operative urine cultures and cystoscopies before ureteral reimplantation clinically useful or cost effective?,MP17: Pediatric Urology: Upper & Lower Urinary Tract,,True,Pediatric Upper and Lower Urinary Tract Disease,0.6,7,47,1,0.45,False,False,,0.0,Low,0.0,Pediatric Upper and Lower Urinary Tract Disease
393826,Concordance Of Pd-L1 Expression Between Biopsy And Matched Surgical Specimen In Early-Stage Non-Small Cell Lung Cancer: Lc-Scrum-Advantage/Mrd,"Nsclc, Early Stage",Early-Stage Non-Small Cell Lung Cancer,True,Early Stage Non-Small Cell Lung Cancer,0.98,6,38,3,0.6,False,False,,0.817204301,High,0.817204301,Early Stage Non-Small Cell Lung Cancer
262759,Health-Related Quality Of Life In Patients With Triple-Class Exposed Relapsed/Refractory Multiple Myeloma Treated With Iberdomide Plus Dexamethasone In A Phase 1B/2A Open-Label Dose Escalation Study,"Quality of life, palliative care, ethics and health economics",Relapsed/Refractory Multiple Myeloma ,True,Relapsed/Refractory Multiple Myeloma,0.98,3,36,3,0.45,False,False,,1.0,High,1.0,Relapsed/Refractory Multiple Myeloma
180828,Impact of Daratumumab Monotherapy on Bone Metabolism Parameters in Patients with Relapsed and/or Refractory Multiple Myeloma Who Have Received at Least Two Prior Lines of Therapy Including Lenalidomide and a Proteasome Inhibitor: Outcomes of the Phase 2 Rebuild Study,Myeloma and Plasma Cell Dyscrasias: Clinical-Prospective Therapeutic Trials: Poster I,Relapsed and/or Refractory Multiple Myeloma,True,Third-Line or Later Relapsed/Refractory Multiple Myeloma,0.98,6,56,3,0.6,False,False,,0.660550459,Moderate,0.660550459,Third-Line or Later Relapsed/Refractory Multiple Myeloma
311960,"Phosphofructokinase P Fine-Tunes T Regulatory Cell Metabolism, Function and Stability in Systemic Autoimmunity",Ignite Session 1C,,True,Systemic Autoimmunity,1.0,2,21,0,0.1,False,False,,0.791666667,High,0.791666667,Systemic Autoimmunity
213661,A Pilot Study of Outcomes after Robot-Assisted Sigmoid Vaginoplasty for Gender Dysphoria,MP20: Trauma/Reconstruction/Diversion: External Genitalia Reconstruction and Urotrauma (including transgender surgery) I,Gender Dysphoria,True,Gender Dysphoria,1.0,2,16,0,0.1,False,False,,1.0,High,1.0,Gender Dysphoria
311932,How Does the Use of Concomitant Methotrexate Affect the Efficacy and Safety of Biologics for Psoriatic Arthritis?,How Does the Use of Concomitant Methotrexate Affect the Efficacy and Safety of Biologics for Psoriatic Arthritis?,Psoriatic Arthritis,True,Psoriatic Arthritis,1.0,2,19,0,0.1,False,False,,1.0,High,1.0,Psoriatic Arthritis
377489,Prophylactic And Preemptive Use Of Dli Compare Favourably To Their Therapeutic Use In Adult Acute Lymphoblastic Leukemia (All) - Results Of A Multicentre Retrospective Study,Acute lymphoblastic leukemia - Clinical,Adult Acute Lymphoblastic Leukemia,True,Adult Acute Lymphoblastic Leukemia,1.0,4,34,2,0.4,False,False,,1.0,High,1.0,Adult Acute Lymphoblastic Leukemia
148116,Mesenchymal Stromal Cells As A Potential Therapeutic Tool In Enhancing Residual Healthy Haematopoiesis In Low-Risk Mds Patients,Myelodysplastic Syndromes - Biology & Translational Research,Low-Risk Myelodysplastic Syndrome,True,Low-Risk Myelodysplastic Syndromes,0.99,3,34,1,0.25,False,False,,1.0,High,1.0,Low-Risk Myelodysplastic Syndromes
164469,Photoselective Vaporization of the Prostate,Society for Benign Prostate Disease,Benign Prostate Disease,True,Benign Prostate Disease,0.98,3,23,1,0.25,False,False,,1.0,High,1.0,Benign Prostate Disease
230042,Predictive value of circulating tumor cells FTH1 gene on the efficacy of neoadjuvant chemotherapy in non-metastatic breast cancer.,Breast Cancer-Local/Regional/Adjuvant,Non-Metastatic Breast Cancer,True,Non-Metastatic Breast Cancer,0.98,3,28,1,0.25,False,False,,1.0,High,1.0,Non-Metastatic Breast Cancer
344700,OvaPrint - a novel cfDNA methylation liquid biopsy for cancer risk assessment in high grade serous ovarian carcinoma,Liquid Biopsies: Circulating Nucleic Acids and Circulating Tumor Cells 1,High Grade Serous Ovarian Carcinoma,True,High Grade Serous Ovarian Carcinoma,1.0,5,35,2,0.45,False,False,,1.0,High,1.0,High Grade Serous Ovarian Carcinoma
262802,Allogeneic Hematopoietic Stem Transplantation (Hsct) In Patients Over 60 Years. Retrospective Experience Of Two Spanish Centers Between 2015-2020,Stem cell transplantation - Clinical,,True,,0.95,0,0,0,0.0,False,False,,0.0,Low,0.0,
344703,Development of a genome-wide methylome enrichment platform for multi-cancer early detection (MCED),Liquid Biopsies: Circulating Nucleic Acids and Circulating Tumor Cells 1,Cancer,True,,0.95,0,0,0,0.0,False,False,,0.0,Low,0.0,
262793,Long-Term Follow-Up Of Dutch Patients With Sickle Cell Disease Diagnosed By Neonatal Screening - Effect On The Morbidity And Mortality In The Netherlands.,Sickle cell disease,Sickle Cell Disease,True,Neonatal Sickle Cell Disease,0.98,4,28,1,0.3,False,False,,0.808510638,High,0.808510638,Neonatal Sickle Cell Disease
